sep=;



Timestamp;Logging:Logging.WindSpeed;Logging:Logging.YawLeft;Logging:Logging.YawRight;Logging:Logging.Move;Logging:Logging.YawBrakeReleased;Logging:Logging.HydPumpRunning;Logging:Logging.MotorBrakeReleased;Logging:Logging.YawBrakeRelease;Logging:Logging.MotorBrakesRelease;Logging:Logging.StatusID;Logging:Logging.AxisData[0].ErrorNumber;Logging:Logging.AxisData[0].ErrorNumberCoupling;Logging:Logging.AxisData[0].ErrorNumberTension;Logging:Logging.AxisData[0].ActualTorque;Logging:Logging.AxisData[0].ActualAxisCurrent;Logging:Logging.AxisData[0].ActualAxisVelocity;Logging:Logging.AxisData[0].ContTotalPowerServo;Logging:Logging.AxisData[0].OutputPowerServo;Logging:Logging.AxisData[0].UDCBusAct;Logging:Logging.AxisData[1].ErrorNumber;Logging:Logging.AxisData[1].ErrorNumberCoupling;Logging:Logging.AxisData[1].ErrorNumberTension;Logging:Logging.AxisData[1].ActualTorque;Logging:Logging.AxisData[1].ActualAxisCurrent;Logging:Logging.AxisData[1].ActualAxisVelocity;Logging:Logging.AxisData[1].ContTotalPowerServo;Logging:Logging.AxisData[1].OutputPowerServo;Logging:Logging.AxisData[1].UDCBusAct;Logging:Logging.AxisData[2].ErrorNumber;Logging:Logging.AxisData[2].ErrorNumberCoupling;Logging:Logging.AxisData[2].ErrorNumberTension;Logging:Logging.AxisData[2].ActualTorque;Logging:Logging.AxisData[2].ActualAxisCurrent;Logging:Logging.AxisData[2].ActualAxisVelocity;Logging:Logging.AxisData[2].ContTotalPowerServo;Logging:Logging.AxisData[2].OutputPowerServo;Logging:Logging.AxisData[2].UDCBusAct;Logging:Logging.AxisData[3].ErrorNumber;Logging:Logging.AxisData[3].ErrorNumberCoupling;Logging:Logging.AxisData[3].ErrorNumberTension;Logging:Logging.AxisData[3].ActualTorque;Logging:Logging.AxisData[3].ActualAxisCurrent;Logging:Logging.AxisData[3].ActualAxisVelocity;Logging:Logging.AxisData[3].ContTotalPowerServo;Logging:Logging.AxisData[3].OutputPowerServo;Logging:Logging.AxisData[3].UDCBusAct;Logging:Logging.AxisData[4].ErrorNumber;Logging:Logging.AxisData[4].ErrorNumberCoupling;Logging:Logging.AxisData[4].ErrorNumberTension;Logging:Logging.AxisData[4].ActualTorque;Logging:Logging.AxisData[4].ActualAxisCurrent;Logging:Logging.AxisData[4].ActualAxisVelocity;Logging:Logging.AxisData[4].ContTotalPowerServo;Logging:Logging.AxisData[4].OutputPowerServo;Logging:Logging.AxisData[4].UDCBusAct;
2019 12 10 15:07:20:223;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,4;-4,1;-15,9;13,6;1565,4;511;0;0;0;4,7;0,6;-15,7;3;-527,9;504,4;0;0;0;-13,1;-3,8;-15,8;12,9;1649,1;505,3;0;0;0;-10,3;-3,1;-15,6;11,9;1381,9;505,9;0;0;0;2,8;0,8;-15,6;4,1;-282,5;510,2;
2019 12 10 15:07:20:243;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,2;-3,7;-16;13,6;1502,8;509,8;0;0;0;2,2;0,6;-15,5;3;-263,9;505,2;0;0;0;-11,9;-3,7;-15,6;12,9;1484,9;504,9;0;0;0;-9,9;-3;-15,8;11,9;1315,6;505;0;0;0;2,9;0,8;-15,6;4,1;-333,2;509,6;
2019 12 10 15:07:20:263;6;0;1;1;1;0;1;1;1;0;0;0;0;-13,1;-3,9;-15,7;13,6;1582,8;509,9;0;0;0;4,6;1,4;-15,6;3;-488;503,9;0;0;0;-13,4;-4;-15,6;12,9;1599,6;505,1;0;0;0;-10,6;-3,1;-15,7;11,9;1324,9;504,2;0;0;0;3,1;1;-15,8;4,1;-294,4;510,2;
2019 12 10 15:07:20:283;6;0;1;1;1;0;1;1;1;0;0;0;0;-13,6;-3,9;-15,6;13,6;1583,4;511,1;0;0;0;3;0,7;-15,7;3;-367,6;503;0;0;0;-12,7;-3,7;-15,4;12,9;1462,9;505,1;0;0;0;-10,2;-2,9;-15,8;11,9;1299,7;505,4;0;0;0;3,1;0,8;-15,7;4,1;-348,6;509,3;
2019 12 10 15:07:20:303;6;0;1;1;1;0;1;1;1;0;0;0;0;-13,1;-4;-15,8;13,6;1541,6;511,6;0;0;0;3,2;0,8;-15,6;3;-310,2;504,5;0;0;0;-12,5;-3,4;-15,7;12,9;1486;505,3;0;0;0;-10,6;-2,9;-15,7;11,9;1333,4;504,7;0;0;0;3;0,6;-15,8;4,1;-346;509,8;
2019 12 10 15:07:20:323;6;0;1;1;1;0;1;1;1;0;0;0;0;-11,9;-3,4;-15,7;13,6;1490,9;512;0;0;0;3;1,5;-16;3;-313;504,6;0;0;0;-13,6;-3,9;-15,4;12,9;1631;505,5;0;0;0;-10,5;-3,1;-15,7;11,9;1362,3;504,3;0;0;0;2,8;0,8;-15,9;4,1;-325,7;510,3;
2019 12 10 15:07:20:343;6;0;1;1;1;0;1;1;1;0;0;0;0;-13,4;-3,7;-15,5;13,6;1707,3;511,5;0;0;0;1,4;0,8;-15,6;3;-191,9;504,7;0;0;0;-12,5;-3,5;-15,7;12,9;1532,3;504,7;0;0;0;-10,2;-3;-15,8;11,9;1356,3;503;0;0;0;2,7;0,6;-15,7;4,1;-306,7;510,5;
2019 12 10 15:07:20:363;6;0;1;1;1;0;1;1;1;0;0;0;0;-13,5;-3,8;-15,5;13,6;1723,4;511,8;0;0;0;3,3;0,7;-15,9;3;-354,3;504,2;0;0;0;-12,6;-3,7;-15,7;12,9;1528,2;504;0;0;0;-10,4;-3,1;-15,6;11,9;1364,2;503,8;0;0;0;2,1;0,8;-15,8;4,1;-162,9;511,4;
2019 12 10 15:07:20:383;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,2;-3,7;-15,8;13,6;1573,3;511,9;0;0;0;5,5;1;-16;3;-629,4;505,3;0;0;0;-13,4;-4;-15,8;12,9;1623,6;504,6;0;0;0;-10,4;-3,1;-15,7;11,9;1374,4;503,8;0;0;0;2,5;0,7;-15,6;4,1;-266,5;511,4;
2019 12 10 15:07:20:403;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,1;-3,5;-15,6;13,6;1626,2;511,7;0;0;0;2,2;0,5;-15,5;3;-193,7;505,4;0;0;0;-12,6;-3,7;-15,9;12,9;1548,4;504,8;0;0;0;-9,9;-3,1;-15,7;11,9;1294,3;504,2;0;0;0;2,5;0,7;-15,6;4,1;-272,3;511,6;
2019 12 10 15:07:20:423;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,9;-3,8;-16;13,6;1573,7;512;0;0;0;4,4;1,2;-15,8;3;-479,1;506,1;0;0;0;-12,5;-3,9;-15,6;12,9;1541,5;505,6;0;0;0;-10,1;-3;-15,7;11,9;1258,1;504,3;0;0;0;3,1;1,1;-15,6;4,1;-326,5;510,9;
2019 12 10 15:07:20:443;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,1;-3,8;-15,9;13,6;1418,9;511,1;0;0;0;4,7;0,9;-15,3;3;-592;506,3;0;0;0;-12,8;-3,7;-15,5;12,9;1587;506;0;0;0;-10,4;-3;-15,7;11,9;1332,4;505;0;0;0;2,9;0,8;-15,6;4,1;-317,7;510,9;
2019 12 10 15:07:20:463;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,3;-3,8;-15,7;13,6;1552,7;511;0;0;0;2,1;0,6;-15,6;3;-256,8;505,4;0;0;0;-12,2;-3,8;-15,5;12,9;1438,7;504,8;0;0;0;-10;-2,9;-15,9;11,9;1288,1;504,9;0;0;0;3;0,9;-15,9;4,1;-311,6;511,6;
2019 12 10 15:07:20:483;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,8;-4;-15,6;13,6;1626,6;511,6;0;0;0;3,9;1,7;-15,9;3;-380,7;505,2;0;0;0;-12,8;-3,6;-15,5;12,9;1558;506,2;0;0;0;-10,6;-3;-15,7;11,9;1353,5;504,6;0;0;0;3,3;0,8;-15,7;4,1;-370,2;511,2;
2019 12 10 15:07:20:503;6;0;1;1;1;0;1;1;1;0;0;0;0;-13,1;-3,7;-15,4;13,6;1567,4;511,1;0;0;0;2,9;0,8;-15,9;3;-360,9;506,2;0;0;0;-12,5;-3,5;-15,7;12,9;1494,1;505,4;0;0;0;-10,3;-3;-15,6;11,9;1342,2;504,8;0;0;0;2,8;0,8;-15,7;4,1;-337,9;511,4;
2019 12 10 15:07:20:523;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,5;-3,7;-15,6;13,6;1543,8;511,5;0;0;0;3,5;0,9;-15,8;3;-424,6;506,2;0;0;0;-12,7;-3,7;-15,7;12,9;1558,6;506,1;0;0;0;-10,5;-3;-15,6;11,9;1375,9;506;0;0;0;3,1;0,6;-15,5;4,1;-380;511,2;
2019 12 10 15:07:20:543;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,6;-3,7;-15,8;13,6;1748,2;512,4;0;0;0;4,3;1,2;-15,9;3;-450;506,6;0;0;0;-12,8;-3,7;-15,6;12,9;1631,4;504,6;0;0;0;-10,3;-3;-15,6;11,9;1411,8;506,8;0;0;0;2,9;0,7;-15,7;4,1;-338,3;508,7;
2019 12 10 15:07:20:563;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,4;-3,4;-15,8;13,6;1622,4;510,9;0;0;0;1,9;0,8;-15,4;3;-232,7;505,8;0;0;0;-11,9;-3,5;-15,9;12,9;1553,7;503,8;0;0;0;-9,8;-3;-15,6;11,9;1376,8;506,4;0;0;0;2,7;0,7;-15,5;4,1;-259,1;509,8;
2019 12 10 15:07:20:583;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,6;-3,7;-15,6;13,6;1616,2;512,3;0;0;0;4,5;1,1;-15,6;3;-477,7;504,7;0;0;0;-13,4;-3,9;-15,6;12,9;1649,9;504,6;0;0;0;-10,2;-3,2;-15,6;11,9;1319,8;506,4;0;0;0;2,3;0,8;-15,6;4,1;-215,6;509,5;
2019 12 10 15:07:20:603;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,2;-3,6;-15,8;13,6;1510,7;511,4;0;0;0;4,1;0,7;-15,9;3;-452,6;505,2;0;0;0;-12,4;-3,8;-15,7;12,9;1560,1;504,7;0;0;0;-9,9;-2,9;-15,5;11,9;1325;506,6;0;0;0;2,6;0,9;-15,6;4,1;-285,5;510;
2019 12 10 15:07:20:623;6;0;1;1;1;0;1;1;1;0;0;0;0;-12;-3,6;-15,8;13,6;1477,2;510,2;0;0;0;2,2;0,7;-15,9;3;-212,8;503,9;0;0;0;-12,1;-3,6;-15,7;12,9;1479,3;504,4;0;0;0;-10;-2,9;-15,6;11,9;1316,5;506,4;0;0;0;3,1;0,9;-15,7;4,1;-328,2;510,1;
2019 12 10 15:07:20:643;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,3;-3,7;-15,6;13,6;1485,9;509,8;0;0;0;3,7;1,5;-15,6;3;-418,3;505,4;0;0;0;-13,5;-3,9;-15,6;12,9;1540;504,8;0;0;0;-10,2;-3;-15,6;12;1340,1;506,6;0;0;0;3,2;1,1;-15,8;4,1;-357,7;510;
2019 12 10 15:07:20:663;6;0;1;1;1;0;1;1;1;0;0;0;0;-12;-3,9;-15,6;13,6;1453,3;509,4;0;0;0;2,7;0,7;-15,4;3;-337,5;505,1;0;0;0;-12,4;-3,5;-15,7;12,9;1500,9;504,8;0;0;0;-10,2;-2,8;-15,6;12;1278;505,3;0;0;0;3,3;0,8;-15,8;4,1;-349,2;511,1;
2019 12 10 15:07:20:683;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,8;-3,7;-15,7;13,6;1550,6;509,9;0;0;0;2,9;1;-15,9;3,1;-309,8;506,2;0;0;0;-12,3;-3,5;-15,6;12,9;1456,5;505,1;0;0;0;-10,3;-2,9;-15,8;12;1331,7;506,2;0;0;0;3,3;0,7;-15,9;4,1;-365,5;511,3;
2019 12 10 15:07:20:703;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,4;-3,3;-15,8;13,6;1671,1;510,9;0;0;0;4;1,3;-15,9;3,1;-380;506,8;0;0;0;-13,3;-3,7;-15,5;12,9;1611,5;505,3;0;0;0;-10,7;-2,9;-15,6;12;1429;507,1;0;0;0;3,2;0,7;-15,8;4,1;-368,6;510,8;
2019 12 10 15:07:20:723;6;0;1;1;1;0;1;1;1;0;0;0;0;-13,1;-3,5;-15,6;13,6;1641,9;509,3;0;0;0;1,8;0,7;-15,6;3,1;-176,3;506,4;0;0;0;-12,6;-3,6;-15,8;12,9;1561,5;504,5;0;0;0;-9,9;-2,9;-15,7;12;1345,6;507,1;0;0;0;2,8;0,7;-15,7;4,1;-338,7;510,6;
2019 12 10 15:07:20:743;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,4;-3,6;-15,6;13,6;1568,4;510;0;0;0;4,5;1,2;-15,9;3,1;-490,1;507,1;0;0;0;-12,5;-3,8;-15,7;12,9;1524,4;505,9;0;0;0;-10,1;-2,9;-15,8;12;1370,2;507,3;0;0;0;2,9;0,7;-15,6;4,1;-321,8;509,9;
2019 12 10 15:07:20:763;6;0;1;1;1;0;1;1;1;0;0;0;0;-11,3;-3,5;-15,9;13,6;1476,3;510,4;0;0;0;4;0,9;-16;3,1;-466;506,1;0;0;0;-13;-3,9;-15,9;12,9;1581,4;506,5;0;0;0;-10,3;-3,1;-15,5;12;1342,7;506,4;0;0;0;2,5;0,9;-15,7;4,1;-221,9;509,9;
2019 12 10 15:07:20:783;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,1;-3,3;-15,9;13,6;1539,1;510,2;0;0;0;2,4;0,5;-15,6;3,1;-270,1;506,5;0;0;0;-12,2;-3,7;-15,8;12,9;1529,6;506,8;0;0;0;-9,7;-2,9;-15,7;12;1291,1;506,9;0;0;0;3,1;0,9;-15,4;4,1;-304,3;510,3;
2019 12 10 15:07:20:803;6;0;1;1;1;0;1;1;1;0;0;0;0;-11,9;-3,8;-15,7;13,6;1520,5;510,7;0;0;0;4,4;1,2;-15,3;3,1;-479,3;507,4;0;0;0;-12,9;-3,8;-15,6;12,9;1560,1;507,3;0;0;0;-10,2;-3;-15,4;12;1291,8;506,4;0;0;0;3,3;0,9;-15,6;4,1;-380,4;512,1;
2019 12 10 15:07:20:823;6;0;1;1;1;0;1;1;1;0;0;0;0;-11,6;-3,8;-15,8;13,6;1382,4;509,8;0;0;0;3,3;0,5;-15,2;3,1;-437,6;507,1;0;0;0;-12,3;-3,6;-15,5;12,9;1472,7;507,2;0;0;0;-9,8;-3;-15,5;12;1292,7;505,9;0;0;0;3;0,9;-15,6;4,1;-364,8;511,5;
2019 12 10 15:07:20:843;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,1;-3,7;-15,8;13,6;1554;510,8;0;0;0;2,6;1,1;-15,5;3,1;-287,8;507,2;0;0;0;-12,4;-3,8;-15,7;12,9;1500;507,1;0;0;0;-10,2;-3;-15,6;12;1295,9;505;0;0;0;3,7;0,8;-15,7;4,1;-429,5;508,4;
2019 12 10 15:07:20:863;6;0;1;1;1;0;1;1;1;0;0;0;0;-13,6;-3,7;-15,7;13,6;1667,2;511,2;0;0;0;3,9;1,4;-16,2;3,1;-423,3;506,2;0;0;0;-13,1;-3,6;-15,6;13;1516,4;507,2;0;0;0;-10,5;-3;-15,7;12;1325,6;505,2;0;0;0;3,1;0,9;-15,9;4,1;-294,9;508,8;
2019 12 10 15:07:20:883;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,8;-3,5;-15,5;13,6;1554,8;511,4;0;0;0;2,9;0,9;-15,4;3,1;-397;505,1;0;0;0;-12,4;-3,4;-15,7;13;1510,5;506,9;0;0;0;-10,5;-2,8;-15,7;12;1389,6;505,5;0;0;0;3;0,7;-15,7;4,1;-314,2;509;
2019 12 10 15:07:20:903;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,5;-3,6;-15,6;13,6;1601,4;511,7;0;0;0;3,1;1,4;-16,1;3,1;-247,6;506,4;0;0;0;-13,2;-3,8;-15,7;13;1544,2;507;0;0;0;-10,4;-3;-15,6;12;1367,4;506;0;0;0;2,7;0,8;-15,6;4,1;-306,5;508,6;
2019 12 10 15:07:20:923;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,5;-3,4;-15,5;13,6;1572,9;511,3;0;0;0;3,3;1;-15,8;3,1;-310,8;504,6;0;0;0;-12,5;-3,8;-15,9;13;1541,5;505,9;0;0;0;-10,2;-2,9;-15,8;12;1349,9;505,6;0;0;0;2,8;0,8;-15,6;4,1;-307,1;509,4;
2019 12 10 15:07:20:943;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,4;-3,4;-15,6;13,6;1571,3;511,3;0;0;0;1,6;0,8;-15,5;3,1;-180,6;506,4;0;0;0;-12,1;-3,6;-15,7;13;1526,4;507,4;0;0;0;-10;-3;-15,7;12;1331,8;506,1;0;0;0;2,9;0,7;-15,8;4,1;-323,9;509,6;
2019 12 10 15:07:20:963;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,3;-3,7;-15,7;13,6;1487,2;511,5;0;0;0;5;0,8;-15,7;3,1;-570,2;506,8;0;0;0;-13,3;-4;-15,5;13;1642;507,9;0;0;0;-10,3;-3,1;-15,6;12;1338,9;506,4;0;0;0;2,7;0,9;-15,5;4,1;-249,3;510,4;
2019 12 10 15:07:20:983;6;0;1;1;1;0;1;1;1;0;0;0;0;-11,4;-3,7;-15,5;13,6;1470,5;511,1;0;0;0;4,1;0,6;-15,6;3,1;-478,2;506,9;0;0;0;-12,5;-3,7;-15,6;13;1582,4;507,8;0;0;0;-9,9;-3,1;-15,6;12;1304,8;505,7;0;0;0;2,9;0,9;-15,8;4,1;-274,9;510,8;
2019 12 10 15:07:21:003;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,2;-3,6;-15,8;13,6;1481,7;510,1;0;0;0;2,7;0,9;-15,8;3,1;-278,1;508;0;0;0;-11,6;-3,7;-15,5;13;1501,7;508,2;0;0;0;-9,9;-3,1;-15,6;12;1299,5;506,9;0;0;0;3,5;0,8;-15,6;4,1;-413,2;510,8;
2019 12 10 15:07:21:023;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,8;-3,8;-15,7;13,6;1529,5;510,1;0;0;0;4,8;1,2;-15,8;3,1;-571,3;507,6;0;0;0;-13,5;-3,8;-15,5;13;1668,5;506,9;0;0;0;-10,8;-3,1;-15,6;12;1403,2;507,5;0;0;0;3,1;0,9;-15,8;4,1;-323;510,4;
2019 12 10 15:07:21:043;6;0;1;1;1;0;1;1;1;0;0;0;0;-13;-3,8;-15,7;13,6;1568,6;511,3;0;0;0;2,4;0,7;-15,7;3,1;-322,3;508;0;0;0;-12,6;-3,6;-15,6;13;1496,7;507,4;0;0;0;-10,4;-2,9;-15,8;12;1368,1;507,7;0;0;0;3,4;0,8;-15,8;4,1;-407,2;510;
2019 12 10 15:07:21:063;6;0;1;1;1;0;1;1;1;0;0;0;0;-13,1;-3,8;-15,6;13,6;1624,1;511;0;0;0;3,9;1,4;-15,9;3,1;-368,4;507,5;0;0;0;-12,9;-3,5;-15,5;13;1515,4;507,7;0;0;0;-10,8;-3;-15,8;12;1442,2;508,5;0;0;0;3,4;0,7;-15,6;4,1;-405,6;511,5;
2019 12 10 15:07:21:083;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,7;-3,5;-15,5;13,7;1672,7;510,5;0;0;0;3;1,5;-15,8;3,1;-319,4;507;0;0;0;-13,3;-3,8;-15,7;13;1608,8;507,3;0;0;0;-10,9;-3,1;-15,6;12;1395;508;0;0;0;3,1;0,8;-15,8;4,1;-326;509,4;
2019 12 10 15:07:21:103;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,9;-3,6;-15,4;13,7;1609,2;509,7;0;0;0;1,7;0,5;-15,6;3,1;-159,3;507,8;0;0;0;-12,5;-3,7;-15,8;13;1548,3;506,1;0;0;0;-10,4;-3;-15,8;12;1394,2;508,2;0;0;0;3,1;0,6;-15,7;4,1;-348,7;509,9;
2019 12 10 15:07:21:123;6;0;1;1;1;0;1;1;1;0;0;0;0;-13,1;-3,9;-15,7;13,7;1646,3;510,8;0;0;0;4,7;0,9;-15,9;3,1;-495,7;506,6;0;0;0;-13,3;-4;-15,8;13;1557,3;505,4;0;0;0;-10,4;-3,1;-15,6;12;1355,6;508;0;0;0;2,8;0,8;-15,4;4,1;-305,2;510,3;
2019 12 10 15:07:21:143;6;0;1;1;1;0;1;1;1;0;0;0;0;-12;-3,6;-15,9;13,7;1547,8;511,1;0;0;0;3,7;0,8;-15,8;3,1;-444,3;508,3;0;0;0;-12,7;-3,9;-15,8;13;1588,7;506,6;0;0;0;-10,3;-3,2;-15,7;12;1393,8;508,1;0;0;0;3,1;0,8;-15,6;4,1;-375,4;507,9;
2019 12 10 15:07:21:163;6;0;1;1;1;0;1;1;1;0;0;0;0;-12,9;-3,6;-15,6;13,7;1638,3;510,4;0;0;0;3,4;0,9;-15,4;3,1;-375,2;507,4;0;0;0;-13;-4;-15,9;13;1616,5;506,9;0;0;0;-10;-3,2;-15,6;12;1316,7;506,9;0;0;0;2,7;0,8;-15,6;4,1;-263,2;508,1;
