sep=;



Timestamp;Logging:Logging.WindSpeed;Logging:Logging.YawLeft;Logging:Logging.YawRight;Logging:Logging.Move;Logging:Logging.YawBrakeReleased;Logging:Logging.HydPumpRunning;Logging:Logging.MotorBrakeReleased;Logging:Logging.YawBrakeRelease;Logging:Logging.MotorBrakesRelease;Logging:Logging.StatusID;Logging:Logging.AxisData[0].ErrorNumber;Logging:Logging.AxisData[0].ErrorNumberCoupling;Logging:Logging.AxisData[0].ErrorNumberTension;Logging:Logging.AxisData[0].ActualTorque;Logging:Logging.AxisData[0].ActualAxisCurrent;Logging:Logging.AxisData[0].ActualAxisVelocity;Logging:Logging.AxisData[0].ContTotalPowerServo;Logging:Logging.AxisData[0].OutputPowerServo;Logging:Logging.AxisData[0].UDCBusAct;Logging:Logging.AxisData[1].ErrorNumber;Logging:Logging.AxisData[1].ErrorNumberCoupling;Logging:Logging.AxisData[1].ErrorNumberTension;Logging:Logging.AxisData[1].ActualTorque;Logging:Logging.AxisData[1].ActualAxisCurrent;Logging:Logging.AxisData[1].ActualAxisVelocity;Logging:Logging.AxisData[1].ContTotalPowerServo;Logging:Logging.AxisData[1].OutputPowerServo;Logging:Logging.AxisData[1].UDCBusAct;Logging:Logging.AxisData[2].ErrorNumber;Logging:Logging.AxisData[2].ErrorNumberCoupling;Logging:Logging.AxisData[2].ErrorNumberTension;Logging:Logging.AxisData[2].ActualTorque;Logging:Logging.AxisData[2].ActualAxisCurrent;Logging:Logging.AxisData[2].ActualAxisVelocity;Logging:Logging.AxisData[2].ContTotalPowerServo;Logging:Logging.AxisData[2].OutputPowerServo;Logging:Logging.AxisData[2].UDCBusAct;Logging:Logging.AxisData[3].ErrorNumber;Logging:Logging.AxisData[3].ErrorNumberCoupling;Logging:Logging.AxisData[3].ErrorNumberTension;Logging:Logging.AxisData[3].ActualTorque;Logging:Logging.AxisData[3].ActualAxisCurrent;Logging:Logging.AxisData[3].ActualAxisVelocity;Logging:Logging.AxisData[3].ContTotalPowerServo;Logging:Logging.AxisData[3].OutputPowerServo;Logging:Logging.AxisData[3].UDCBusAct;Logging:Logging.AxisData[4].ErrorNumber;Logging:Logging.AxisData[4].ErrorNumberCoupling;Logging:Logging.AxisData[4].ErrorNumberTension;Logging:Logging.AxisData[4].ActualTorque;Logging:Logging.AxisData[4].ActualAxisCurrent;Logging:Logging.AxisData[4].ActualAxisVelocity;Logging:Logging.AxisData[4].ContTotalPowerServo;Logging:Logging.AxisData[4].OutputPowerServo;Logging:Logging.AxisData[4].UDCBusAct;
2019 12 10 14:59:07:323;5;0;1;0;0;0;0;0;1;0;0;0;0;-1,8;-0,5;-0;5,1;86,5;520,8;0;0;0;-3;-0,8;0;1,5;86,5;516,2;0;0;0;-0;-0;-0;5,4;88,2;516,3;0;0;0;-2,3;-0,6;-0,1;5;89;516,4;0;0;0;0;-0;0;1,9;85,2;520,6;
2019 12 10 14:59:07:343;5;0;1;0;0;0;0;0;1;0;0;0;0;-2,1;-0,6;-0;5,1;89,9;520,9;0;0;0;-3,5;-0,9;-0;1,5;81,3;516,7;0;0;0;-0;-0;0;5,4;88,2;516,3;0;0;0;-2,6;-0,7;0;5;87,5;516,6;0;0;0;0;-0;-0;1,9;84,8;520,6;
2019 12 10 14:59:07:363;5;0;1;0;0;0;0;0;1;0;0;0;0;-2,4;-0,7;0;5,1;82,5;520,6;0;0;0;-3,8;-1,1;0;1,5;95,4;516,2;0;0;0;0;0;0;5,4;86,1;516,1;0;0;0;-2,9;-0,8;-0;5;83,2;516,3;0;0;0;0;-0;-0;1,9;83,5;520,2;
2019 12 10 14:59:07:383;5;0;1;0;0;0;0;0;1;0;0;0;0;-2,7;-0,7;0;5,1;91,3;520,8;0;0;0;-4,2;-1,2;-0,1;1,5;87,6;516,3;0;0;0;0,1;0;0,1;5,4;83,2;516,2;0;0;0;-3,1;-0,9;0;5;90,5;516,5;0;0;0;-0;-0;-0;1,9;82,3;520,5;
2019 12 10 14:59:07:403;5;0;1;0;0;0;0;0;1;0;0;0;0;-3;-0,8;0;5,1;90;520,5;0;0;0;-4,6;-1,3;0;1,5;90;515,9;0;0;0;-0;0;0;5,4;88,9;515,9;0;0;0;-3,5;-1;0;5;99,3;516,3;0;0;0;0;0;0;1,9;85,7;520,3;
2019 12 10 14:59:07:423;5;0;1;0;0;0;0;0;1;0;0;0;0;-3,2;-0,9;-0;5,1;96,7;520,8;0;0;0;-5,1;-1,4;0;1,5;109,5;516,4;0;0;0;0;0;0;5,4;84,8;516,1;0;0;0;-3,7;-1,1;0;5;102,2;516,4;0;0;0;-0;-0;-0,1;1,9;83,1;520,6;
2019 12 10 14:59:07:443;5;0;1;0;0;0;0;0;1;0;0;0;0;-3,6;-1,1;0;5,1;87,6;520,6;0;0;0;-5,5;-1,6;0;1,5;93,3;515,9;0;0;0;-0;0;0,1;5,4;87,2;515,9;0;0;0;-4,1;-1,2;-0;5;95,7;516,2;0;0;0;0,1;-0;-0,1;1,9;82,7;520,4;
2019 12 10 14:59:07:463;5;0;1;0;0;0;0;0;1;0;0;0;0;-3,8;-1,1;0;5,1;111,7;520,6;0;0;0;-5,9;-1,7;0;1,5;117,7;516,1;0;0;0;0;0;0;5,4;84,8;516;0;0;0;-4,3;-1,3;-0,1;5;102,9;516,2;0;0;0;-0;-0;-0,1;1,9;82;520,2;
2019 12 10 14:59:07:483;5;0;1;0;0;0;0;0;1;0;0;0;0;-4,1;-1,2;0;5,1;91,8;520,7;0;0;0;-6,3;-1,8;0,1;1,5;120;516,3;0;0;0;0;-0;0;5,4;90,4;516,2;0;0;0;-4,7;-1,4;-0,1;5;91,1;516,2;0;0;0;0;0;-0;1,9;82,2;520,6;
2019 12 10 14:59:07:503;5;0;1;0;0;0;0;0;1;0;0;0;0;-4,4;-1,3;0;5,1;105,7;520,4;0;0;0;-6,7;-1,9;0;1,5;135,5;516;0;0;0;-0;0;0;5,4;85,6;515,8;0;0;0;-4,8;-1,5;0;5;100,7;516,2;0;0;0;0;-0;-0;1,9;79,7;520,5;
2019 12 10 14:59:07:523;5;0;1;0;0;0;0;0;1;0;0;0;0;-4,5;-1,3;-0;5,1;101,1;520,4;0;0;0;-7,2;-2,1;-0;1,5;107,5;515,9;0;0;0;-0;-0;-0,1;5,4;88,3;516;0;0;0;-3,7;-1,1;-0;5;102,4;516,2;0;0;0;-0,2;-0,1;0;1,9;83,9;520,5;
2019 12 10 14:59:07:543;5;0;1;0;0;0;0;0;1;0;0;0;0;-2,7;-0,7;-0,3;5,1;96,9;520,6;0;0;0;-7,5;-2,2;-0;1,5;130,1;516,1;0;0;0;-0;-0;-0,1;5,4;87,2;516;0;0;0;-1,6;-0,5;-0,3;5;90,8;516,2;0;0;0;-0,2;-0;0;1,9;80,8;520,5;
2019 12 10 14:59:07:563;5;0;1;0;0;0;0;0;1;0;0;0;0;1,6;0,7;-0,3;5,1;89;520,5;0;0;0;-7,9;-2,3;0;1,5;123,3;516,1;0;0;0;0,8;0,1;-0,1;5,4;80;516,1;0;0;0;3,6;0,9;-0,5;5;86;516,2;0;0;0;-2,1;-0,7;0,3;1,9;86,7;520,4;
2019 12 10 14:59:07:583;5;0;1;0;0;0;0;0;1;0;0;0;0;7,7;2,4;-0,5;5,1;54,3;520,9;0;0;0;-8,1;-2,6;-0,1;1,5;168,4;516,1;0;0;0;4,4;1,2;0,1;5,4;74;516,2;0;0;0;8,6;2,5;-0,6;5;102,1;516,3;0;0;0;-6,9;-2,2;0,3;1,9;102,6;520,4;
2019 12 10 14:59:07:603;5;0;1;0;0;0;0;0;1;0;0;0;0;9,3;2,7;-0;5,1;142,4;520,2;0;0;0;-8,7;-2,5;0;1,5;131,3;515,8;0;0;0;7,1;2,1;-0,2;5,4;77,4;515,9;0;0;0;9;2,7;0;5;138,5;515,9;0;0;0;-8,8;-2,5;0;1,9;119,7;520,1;
2019 12 10 14:59:07:623;5;0;1;0;0;0;1;0;1;0;0;0;0;10;2,9;0,2;5,1;180,8;519,8;0;0;0;-9,1;-2,7;0;1,5;119,6;515,2;0;0;0;7,5;2,1;-0,1;5,4;103,5;515;0;0;0;9,8;2,9;0,2;5;133,1;515,3;0;0;0;-8,9;-2,6;0;1,9;154,5;519,8;
2019 12 10 14:59:07:643;5;0;1;0;0;0;1;0;1;0;0;0;0;10,2;3;0,3;5,1;156,4;519,8;0;0;0;-9,5;-2,8;-0;1,5;126,8;515,1;0;0;0;8,1;2,4;0;5,4;119,9;515,1;0;0;0;9,6;2,8;0,2;5;138,7;515,6;0;0;0;-9,6;-2,8;0;1,9;134,5;519,6;
2019 12 10 14:59:07:663;5;0;1;0;0;0;1;0;1;0;0;0;0;9,7;2,8;0,3;5,1;164,6;519,7;0;0;0;-9,9;-2,9;0;1,5;175,1;515,2;0;0;0;8,6;2,5;0;5,4;102,1;515;0;0;0;9;2,6;0,3;5;135,7;515,5;0;0;0;-9,7;-2,7;0;1,9;140,2;519,7;
2019 12 10 14:59:07:683;5;0;1;0;0;0;1;0;1;0;0;0;0;9,1;2,6;0,1;5,1;122,6;519,9;0;0;0;-10,2;-3;0;1,5;119,8;515,4;0;0;0;8,5;2,4;0;5,4;90,4;515,3;0;0;0;8,5;2,5;0,2;5;144,5;515,5;0;0;0;-9,3;-2,7;-0,2;1,9;171,5;519,6;
2019 12 10 14:59:07:703;5;0;1;0;0;0;1;0;1;0;0;0;0;8,7;2,6;0,1;5,1;144,1;520;0;0;0;-10,6;-3,1;0;1,5;101,6;515,4;0;0;0;8,3;2,4;0,1;5,4;140,7;515,3;0;0;0;8,4;2,4;0,1;5;125,6;515,5;0;0;0;-9,2;-2,7;-0,1;1,9;147,8;519,8;
2019 12 10 14:59:07:723;5;0;1;0;0;0;1;0;1;0;0;0;0;8,8;2,6;0;5,1;106;519,9;0;0;0;-10,8;-3,2;0;1,5;154,8;515,5;0;0;0;8,2;2,4;0,3;5,4;142,4;515,2;0;0;0;8,5;2,5;0;5;125,9;515,6;0;0;0;-9,2;-2,7;0;1,9;122,7;519,8;
2019 12 10 14:59:07:743;5;0;1;0;0;0;1;0;1;0;0;0;0;8,8;2,6;0;5,1;172,3;520,2;0;0;0;-11,1;-3,2;0;1,5;155,9;515,6;0;0;0;8,2;2,4;0;5,4;122,3;515,7;0;0;0;8,6;2,5;0;5;135;515,9;0;0;0;-9,1;-2,7;0;1,9;144,5;520;
2019 12 10 14:59:07:763;5;0;1;0;0;0;1;0;1;0;0;0;0;9;2,6;0;5,1;138,6;519,7;0;0;0;-10,7;-3,2;0;1,5;169;515,5;0;0;0;8;2,4;0;5,4;118,1;515,6;0;0;0;8,5;2,5;0;5;135,6;515,6;0;0;0;-9,1;-2,7;-0;1,9;167,8;519,7;
2019 12 10 14:59:07:783;5;0;1;0;0;0;1;0;1;0;0;0;0;9;2,7;0;5,1;142,7;520,3;0;0;0;-10,5;-3,1;0;1,5;166,2;515,6;0;0;0;8,1;2,4;0;5,4;101,7;515,8;0;0;0;8,5;2,5;0;5;130,7;515,9;0;0;0;-9,1;-2,7;-0,1;1,9;139,8;520;
2019 12 10 14:59:07:803;5;0;1;0;0;0;1;0;1;0;0;0;0;8,9;2,6;0;5,1;155,9;519,8;0;0;0;-10,3;-3;0;1,5;161,9;515,6;0;0;0;8;2,4;0;5,4;137,9;515,5;0;0;0;8,6;2,5;0;5;125,5;515,7;0;0;0;-9,2;-2,7;-0,1;1,9;121,2;519,5;
2019 12 10 14:59:07:823;5;0;1;0;0;0;1;0;1;0;0;0;0;9;2,6;-0;5,1;149,7;520,4;0;0;0;-10,5;-3;0;1,5;138,8;515,7;0;0;0;8,1;2,4;-0;5,4;116,4;515,7;0;0;0;8,5;2,5;-0;5;126,3;516,2;0;0;0;-9,2;-2,7;-0;1,9;134;519,9;
2019 12 10 14:59:07:843;5;0;1;0;0;0;1;0;1;0;0;0;0;9;2,6;-0;5,1;131,3;520;0;0;0;-10,5;-3,1;0;1,5;135,5;515,8;0;0;0;8,1;2,4;0;5,4;141,6;515,6;0;0;0;8,6;2,5;0;5;123,7;515,6;0;0;0;-9,2;-2,6;0;1,9;158,6;519,7;
2019 12 10 14:59:07:863;5;0;1;0;0;0;1;0;1;0;0;0;0;9;2,6;-0,1;5,1;148,2;519,8;0;0;0;-10,4;-3,1;0;1,5;150,4;515,8;0;0;0;8,2;2,4;0;5,4;126,4;515,6;0;0;0;8,6;2,6;0,1;5;130,4;515,6;0;0;0;-9,2;-2,7;-0;1,9;147,1;519,9;
2019 12 10 14:59:07:883;5;0;1;0;0;0;1;0;1;0;0;0;0;9,1;2,6;0;5,1;116,9;520;0;0;0;-10,6;-3,1;-0,1;1,5;128,3;515,6;0;0;0;8,1;2,4;0;5,4;126,3;515,5;0;0;0;8,7;2,5;0;5;139,3;515,6;0;0;0;-9,3;-2,7;0,1;1,9;119,4;519,9;
2019 12 10 14:59:07:903;5;0;1;0;0;0;1;0;1;0;0;0;0;9,2;2,7;0;5,1;130,3;520,1;0;0;0;-10,5;-3,1;0;1,5;147,5;515,6;0;0;0;8,2;2,4;0;5,4;136,4;515,8;0;0;0;8,8;2,5;0;5;109,3;515,8;0;0;0;-9,3;-2,7;-0;1,9;148;520;
2019 12 10 14:59:07:923;5;0;1;0;0;0;1;0;1;0;0;0;0;9,1;2,7;0;5,1;137;520;0;0;0;-10,4;-3,1;0;1,5;167,5;515,5;0;0;0;8,1;2,4;0;5,4;139;515,6;0;0;0;8,7;2,6;0;4,9;115,5;515,9;0;0;0;-9,3;-2,7;0;1,9;151,7;519,8;
2019 12 10 14:59:07:943;5;0;1;0;0;0;1;0;1;0;0;0;0;9,2;2,7;0,1;5,1;135,2;520,3;0;0;0;-10,5;-3,1;0;1,5;132,8;515,6;0;0;0;8,1;2,4;0;5,4;113,4;515,6;0;0;0;8,8;2,6;0,1;4,9;131,7;515,9;0;0;0;-9,4;-2,8;0;1,9;102,9;520,1;
2019 12 10 14:59:07:963;5;0;1;0;0;0;1;0;1;0;0;0;0;9,1;2,7;0,1;5,1;138,6;520,1;0;0;0;-10,6;-3,1;0;1,5;129,5;515,6;0;0;0;8,1;2,4;0;5,4;107,2;515,6;0;0;0;8,8;2,6;-0;4,9;117;515,9;0;0;0;-9,5;-2,8;-0,1;1,9;105,1;520;
2019 12 10 14:59:07:983;5;0;1;0;0;0;1;0;1;0;0;0;0;9,3;2,7;0,1;5,1;131,3;520;0;0;0;-10,5;-3,1;0;1,5;135,6;515,6;0;0;0;8;2,4;0;5,4;99,8;515,3;0;0;0;8,8;2,6;0;4,9;133,7;515,9;0;0;0;-9,5;-2,7;0;1,9;150,3;519,9;
2019 12 10 14:59:08:003;5;0;1;0;0;0;1;0;1;0;0;0;0;9,2;2,7;0;5,1;151,3;520,1;0;0;0;-10,5;-3,1;-0;1,5;153,9;515,7;0;0;0;8,2;2,4;0;5,4;120,1;515,5;0;0;0;8,9;2,6;0;4,9;131,5;515,8;0;0;0;-9,5;-2,8;0;1,9;122,6;520,2;
2019 12 10 14:59:08:023;5;0;1;0;0;0;1;0;1;0;0;0;0;9,2;2,7;0;5,1;124,2;520,1;0;0;0;-10,5;-3,1;0;1,5;165,1;515,6;0;0;0;8,3;2,4;0,1;5,4;133,7;515,5;0;0;0;8,9;2,6;-0,1;4,9;115,1;515,6;0;0;0;-9,6;-2,8;-0,1;1,9;104,8;520;
2019 12 10 14:59:08:043;5;0;1;0;0;0;1;0;1;0;0;0;0;9,3;2,7;-0,2;5,1;136,4;520,2;0;0;0;-10,5;-3,1;0;1,5;114,9;515,6;0;0;0;8,1;2,4;0;5,4;138;515,6;0;0;0;8,9;2,6;0;4,9;160;515,8;0;0;0;-9,6;-2,8;-0;1,9;133,6;520;
2019 12 10 14:59:08:063;5;0;1;0;0;0;1;0;1;0;0;0;0;9,3;2,7;0;5,1;136,6;520,3;0;0;0;-10,5;-3,1;0;1,5;148,8;515,7;0;0;0;8,2;2,3;-0;5,4;136,7;515,7;0;0;0;8,9;2,6;0;4,9;130,5;515,9;0;0;0;-9,7;-2,8;-0;1,9;137,9;520;
2019 12 10 14:59:08:083;5;0;1;0;0;0;1;0;1;0;0;0;0;9,2;2,7;-0;5,1;109,5;520,2;0;0;0;-10,6;-3,1;-0;1,5;147,3;515,5;0;0;0;8,2;2,4;0,1;5,4;138,4;515,7;0;0;0;9;2,6;0;4,9;117,1;515,8;0;0;0;-9,7;-2,8;-0,1;1,9;137,8;520;
2019 12 10 14:59:08:103;5;0;1;0;0;0;1;0;1;0;0;0;0;9,3;2,8;0;5,1;165;520,3;0;0;0;-10,4;-3,1;-0;1,5;155,5;515,4;0;0;0;8,2;2,3;-0;5,4;109,3;515,4;0;0;0;9,1;2,6;0;4,9;131,1;515,7;0;0;0;-9,7;-2,8;0;1,9;154,5;520,2;
2019 12 10 14:59:08:123;5;0;1;0;0;0;1;0;1;0;0;0;0;9,4;2,8;0;5,1;133,5;520,3;0;0;0;-10,6;-3,1;0;1,5;152,9;515,7;0;0;0;8,2;2,4;-0,1;5,4;111,5;515,5;0;0;0;8,9;2,6;-0;4,9;164,6;516,1;0;0;0;-9,8;-2,9;0;1,9;124,4;520,1;
2019 12 10 14:59:08:143;5;0;1;0;0;0;1;0;1;0;0;0;0;9,4;2,8;0;5,1;133,9;520,1;0;0;0;-10,6;-3,1;0,1;1,5;133,2;515,6;0;0;0;8;2,4;-0;5,4;154,3;515,4;0;0;0;9;2,7;0;4,9;137,7;515,9;0;0;0;-9,8;-2,9;-0;1,9;141;519,7;
2019 12 10 14:59:08:163;5;0;1;0;0;0;1;0;1;0;0;0;0;9,4;2,8;0;5,1;140,5;519,9;0;0;0;-10,5;-3,1;0,1;1,5;170,5;515,7;0;0;0;8,2;2,4;-0;5,4;132,6;515,7;0;0;0;9,1;2,6;0;4,9;134,2;515,9;0;0;0;-9,8;-2,8;0,1;1,9;124,1;519,7;
2019 12 10 14:59:08:183;5;0;1;0;0;0;1;0;1;0;0;0;0;9,6;2,8;0;5,1;136,3;520,1;0;0;0;-10,5;-3,1;-0;1,5;152,6;515,5;0;0;0;8,1;2,4;0,1;5,4;127,9;515,4;0;0;0;9,1;2,7;0;4,9;149,9;515,6;0;0;0;-9,9;-2,9;-0;1,9;121,3;519,9;
2019 12 10 14:59:08:203;5;0;1;0;0;0;1;0;1;0;0;0;0;9,4;2,8;0;5;153,9;520;0;0;0;-10,6;-3,1;-0;1,5;129,9;515,4;0;0;0;8,2;2,4;0;5,4;117,8;515,4;0;0;0;9,1;2,7;-0;4,9;105,2;515,6;0;0;0;-9,9;-2,9;0;1,9;139,7;519,7;
2019 12 10 14:59:08:223;5;0;1;0;0;0;1;0;1;0;0;0;0;9,5;2,8;0;5;135,9;520,3;0;0;0;-10,5;-3,1;0;1,5;114,9;515,6;0;0;0;8,1;2,4;-0,2;5,4;139,2;515,4;0;0;0;9,1;2,7;0;4,9;135;515,9;0;0;0;-9,9;-2,9;0;1,9;140,6;520;
2019 12 10 14:59:08:243;5;0;1;0;0;0;1;0;1;0;0;0;0;9,6;2,8;0;5;103,8;520,1;0;0;0;-10,6;-3,1;0;1,5;116,8;515,4;0;0;0;8,1;2,4;-0;5,4;136,8;515,5;0;0;0;9,2;2,7;0;4,9;165,5;515,9;0;0;0;-9,8;-2,9;0;1,9;140;519,9;
2019 12 10 14:59:08:263;5;0;1;0;0;0;1;0;1;0;0;0;0;9,4;2,8;-0;5;138,2;520;0;0;0;-10,6;-3,1;0;1,5;133,5;515,6;0;0;0;8,1;2,4;0;5,4;128,1;515,6;0;0;0;9,3;2,7;0;4,9;116,8;515,8;0;0;0;-10;-2,9;0;1,9;125,2;520;
2019 12 10 14:59:08:283;5;0;1;0;0;0;1;0;1;0;0;0;0;9,5;2,8;-0;5;120,8;520,2;0;0;0;-10,6;-3,1;-0;1,5;151,9;515,9;0;0;0;8,2;2,4;0;5,4;155,2;515,9;0;0;0;9,2;2,7;0;4,9;105,4;516;0;0;0;-9,9;-2,9;-0,2;1,9;149,3;519,9;
2019 12 10 14:59:08:303;5;0;1;0;0;0;1;0;1;0;0;0;0;9,6;2,8;0;5;141,7;520,1;0;0;0;-10,7;-3,1;0;1,5;127,7;515,8;0;0;0;8,3;2,4;-0,2;5,4;113;515,7;0;0;0;9,3;2,7;0;4,9;121,5;515,9;0;0;0;-9,9;-2,9;0;1,9;160,2;520;
2019 12 10 14:59:08:323;5;0;1;0;0;0;1;0;1;0;0;0;0;9,6;2,8;-0;5;142,6;520,3;0;0;0;-10,6;-3,1;-0;1,5;134,3;515,7;0;0;0;8,2;2,4;-0,1;5,4;139,8;515,7;0;0;0;9,3;2,7;0;4,9;121,1;516;0;0;0;-10;-2,9;0;1,9;108,3;520,1;
