sep=;



Timestamp;Logging:Logging.WindSpeed;Logging:Logging.YawLeft;Logging:Logging.YawRight;Logging:Logging.Move;Logging:Logging.YawBrakeReleased;Logging:Logging.HydPumpRunning;Logging:Logging.MotorBrakeReleased;Logging:Logging.YawBrakeRelease;Logging:Logging.MotorBrakesRelease;Logging:Logging.StatusID;Logging:Logging.AxisData[0].ErrorNumber;Logging:Logging.AxisData[0].ErrorNumberCoupling;Logging:Logging.AxisData[0].ErrorNumberTension;Logging:Logging.AxisData[0].ActualTorque;Logging:Logging.AxisData[0].ActualAxisCurrent;Logging:Logging.AxisData[0].ActualAxisVelocity;Logging:Logging.AxisData[0].ContTotalPowerServo;Logging:Logging.AxisData[0].OutputPowerServo;Logging:Logging.AxisData[0].UDCBusAct;Logging:Logging.AxisData[1].ErrorNumber;Logging:Logging.AxisData[1].ErrorNumberCoupling;Logging:Logging.AxisData[1].ErrorNumberTension;Logging:Logging.AxisData[1].ActualTorque;Logging:Logging.AxisData[1].ActualAxisCurrent;Logging:Logging.AxisData[1].ActualAxisVelocity;Logging:Logging.AxisData[1].ContTotalPowerServo;Logging:Logging.AxisData[1].OutputPowerServo;Logging:Logging.AxisData[1].UDCBusAct;Logging:Logging.AxisData[2].ErrorNumber;Logging:Logging.AxisData[2].ErrorNumberCoupling;Logging:Logging.AxisData[2].ErrorNumberTension;Logging:Logging.AxisData[2].ActualTorque;Logging:Logging.AxisData[2].ActualAxisCurrent;Logging:Logging.AxisData[2].ActualAxisVelocity;Logging:Logging.AxisData[2].ContTotalPowerServo;Logging:Logging.AxisData[2].OutputPowerServo;Logging:Logging.AxisData[2].UDCBusAct;Logging:Logging.AxisData[3].ErrorNumber;Logging:Logging.AxisData[3].ErrorNumberCoupling;Logging:Logging.AxisData[3].ErrorNumberTension;Logging:Logging.AxisData[3].ActualTorque;Logging:Logging.AxisData[3].ActualAxisCurrent;Logging:Logging.AxisData[3].ActualAxisVelocity;Logging:Logging.AxisData[3].ContTotalPowerServo;Logging:Logging.AxisData[3].OutputPowerServo;Logging:Logging.AxisData[3].UDCBusAct;Logging:Logging.AxisData[4].ErrorNumber;Logging:Logging.AxisData[4].ErrorNumberCoupling;Logging:Logging.AxisData[4].ErrorNumberTension;Logging:Logging.AxisData[4].ActualTorque;Logging:Logging.AxisData[4].ActualAxisCurrent;Logging:Logging.AxisData[4].ActualAxisVelocity;Logging:Logging.AxisData[4].ContTotalPowerServo;Logging:Logging.AxisData[4].OutputPowerServo;Logging:Logging.AxisData[4].UDCBusAct;
2019 12 10 15:11:55:843;4;1;0;1;1;0;1;1;1;0;0;0;0;13,3;3,7;15,6;16,1;1689,6;512,4;0;0;0;-6,9;-1,6;15,9;5,2;-779,9;507,5;0;0;0;11,2;3,3;15,6;14,5;1357,3;508,2;0;0;0;12,5;3,7;15,6;15,7;1527;507,8;0;0;0;-4,1;-1,3;15,7;4,1;-440,2;512,1;
2019 12 10 15:11:55:863;4;1;0;1;1;0;1;1;1;0;0;0;0;13,6;3,9;15,4;16,1;1648,4;512,8;0;0;0;-3,8;-1,4;15,6;5,2;-517,3;508,7;0;0;0;10,5;3;15,6;14,5;1328;507,2;0;0;0;12,8;3,9;15,4;15,7;1527,6;506,1;0;0;0;-4,3;-1;15,9;4,1;-514,6;510,7;
2019 12 10 15:11:55:883;4;1;0;1;1;0;1;1;1;0;0;0;0;13,2;3,9;15,6;16,1;1604,2;513,7;0;0;0;-5,5;-1,9;15,5;5,2;-632,5;507,9;0;0;0;10,1;3,1;15,5;14,5;1273,8;506,7;0;0;0;12,6;3,7;15,6;15,7;1526,4;508,9;0;0;0;-3,8;-1,3;15,7;4,1;-425,3;511,3;
2019 12 10 15:11:55:903;4;1;0;1;1;0;1;1;1;0;0;0;0;12,8;3,8;15,8;16,1;1625;514,2;0;0;0;-5;-1,6;15,6;5,2;-611,4;508,5;0;0;0;11,4;3,2;15,6;14,5;1403,2;507,8;0;0;0;13;3,6;15,6;15,7;1603,5;509,6;0;0;0;-4;-1,1;15,8;4,1;-468,2;511,9;
2019 12 10 15:11:55:923;4;1;0;1;1;0;1;1;1;0;0;0;0;13,3;4,1;15,6;16,1;1698,3;513,3;0;0;0;-4,2;-1,3;15,6;5,2;-418,4;508,7;0;0;0;10,4;2,9;15,8;14,5;1329,5;508,8;0;0;0;13,2;3,7;15,9;15,7;1625,4;509,2;0;0;0;-3,5;-1;15,9;4,1;-416,8;510,8;
2019 12 10 15:11:55:943;4;1;0;1;1;0;1;1;1;0;0;0;0;13,5;4;15,6;16,2;1602,5;513,1;0;0;0;-5,5;-2;15,9;5,2;-586,3;508,8;0;0;0;10,9;3;15,6;14,5;1426,4;509,8;0;0;0;13,1;3,6;15,6;15,7;1606,6;509,6;0;0;0;-3,7;-1;15,8;4,1;-422,7;510,9;
2019 12 10 15:11:55:963;4;1;0;1;1;0;1;1;1;0;0;0;0;12,8;3,9;15,9;16,2;1508,6;513;0;0;0;-4,7;-1,4;15,9;5,2;-553,4;509,2;0;0;0;11,5;3,3;15,7;14,5;1422,7;508,7;0;0;0;12,8;3,7;15,7;15,7;1554,9;508,8;0;0;0;-3,7;-1,1;15,6;4,1;-418,4;510,8;
2019 12 10 15:11:55:983;4;1;0;1;1;0;1;1;1;0;0;0;0;13,8;3,8;15,8;16,2;1680,8;513,5;0;0;0;-5,6;-1,2;15,7;5,2;-669,5;509,7;0;0;0;10,2;3;15,8;14,5;1353,2;509,2;0;0;0;12,7;3,7;15,8;15,7;1631,6;509,9;0;0;0;-4;-1,2;15,5;4,1;-445,2;513,3;
2019 12 10 15:11:56:003;4;1;0;1;1;0;1;1;1;0;0;0;0;13;3,8;15,6;16,2;1718,7;513,5;0;0;0;-6,2;-1,7;16,2;5,2;-704,3;509,6;0;0;0;10,9;3,2;15,6;14,5;1416,1;509,5;0;0;0;12,1;3,6;15,7;15,7;1529,7;510,2;0;0;0;-3,8;-1,1;15,6;4,1;-435,6;512;
2019 12 10 15:11:56:023;4;1;0;1;1;0;1;1;1;0;0;0;0;13,5;4;15,5;16,2;1728,6;513,7;0;0;0;-4,5;-1,3;15,5;5,2;-534,9;509,2;0;0;0;10,4;3,2;15,6;14,5;1352,6;509,5;0;0;0;12;3,6;15,4;15,7;1495,8;509,3;0;0;0;-4,4;-1,1;15,9;4,1;-547,8;513,4;
2019 12 10 15:11:56:043;4;1;0;1;1;0;1;1;1;0;0;0;0;12,9;4;15,7;16,2;1602,8;514;0;0;0;-5,7;-1,4;15,3;5,2;-711,2;509,6;0;0;0;10;3,1;15,6;14,5;1277,1;509,6;0;0;0;12,1;3,7;15,6;15,7;1497,3;509,7;0;0;0;-4,3;-1,1;15,9;4,1;-471,2;512,5;
2019 12 10 15:11:56:063;4;1;0;1;1;0;1;1;1;0;0;0;0;12,9;3,8;15,9;16,2;1674,5;514,2;0;0;0;-6,2;-1,5;15,7;5,2;-720,1;509,3;0;0;0;10,4;3,2;15,4;14,5;1319,3;509,5;0;0;0;12,1;3,6;15,6;15,7;1467,4;509,3;0;0;0;-4;-1,1;15,6;4,1;-515,7;512,8;
2019 12 10 15:11:56:083;4;1;0;1;1;0;1;1;1;0;0;0;0;13,6;3,9;15,6;16,2;1683,9;513,6;0;0;0;-4,1;-1,3;15,6;5,2;-521,7;507,5;0;0;0;10,8;2,9;15,5;14,5;1381,4;508,9;0;0;0;12,8;3,6;15,6;15,7;1553,7;509;0;0;0;-4,2;-1,1;15,9;4,1;-453,4;513,3;
2019 12 10 15:11:56:103;4;1;0;1;1;0;1;1;1;0;0;0;0;13;3,9;15,7;16,2;1594,5;513,5;0;0;0;-5,6;-2;16,3;5,2;-538,3;507;0;0;0;11,1;3,1;15,7;14,5;1350,9;509,1;0;0;0;12,5;3,5;15,7;15,7;1562,9;509,6;0;0;0;-4;-1,1;15,7;4,1;-453;513,2;
2019 12 10 15:11:56:123;4;1;0;1;1;0;1;1;1;0;0;0;0;13;3,9;15,8;16,2;1536,3;512,4;0;0;0;-4,9;-1,4;15,6;5,2;-582,6;507,5;0;0;0;10,7;3;15,7;14,5;1438;509;0;0;0;12,9;3,6;15,6;15,7;1561,7;509,2;0;0;0;-3,7;-1,1;15,5;4,1;-452;513,2;
2019 12 10 15:11:56:143;4;1;0;1;1;0;1;1;1;0;0;0;0;13,2;3,9;15,5;16,2;1609,3;511,8;0;0;0;-4,7;-1,4;15,7;5,2;-542,7;508,3;0;0;0;10,8;3,1;15,8;14,5;1386;509,1;0;0;0;12,6;3,7;15,6;15,7;1579,9;509,1;0;0;0;-3,8;-1,2;15,6;4,1;-456,8;512,6;
2019 12 10 15:11:56:163;4;1;0;1;1;0;1;1;1;0;0;0;0;13,8;4;15,4;16,2;1600;511,6;0;0;0;-5,8;-1,9;16,1;5,2;-623,8;508,2;0;0;0;11,2;3,3;15,7;14,5;1405,3;509,3;0;0;0;12,3;3,6;15,7;15,7;1586,9;509,3;0;0;0;-3,7;-1,1;15,5;4,1;-415,8;511,3;
2019 12 10 15:11:56:183;4;1;0;1;1;0;1;1;1;0;0;0;0;13,1;4;15,6;16,2;1559,3;512,1;0;0;0;-4;-1,1;15,4;5,2;-515;507,3;0;0;0;10,6;3;15,7;14,5;1397,9;508,7;0;0;0;12,6;3,7;15,7;15,7;1577;509,1;0;0;0;-3,5;-1,4;15,6;4,1;-334,6;511,7;
2019 12 10 15:11:56:203;4;1;0;1;1;0;1;1;1;0;0;0;0;13,5;3,9;15,9;16,2;1722,1;513,9;0;0;0;-5,6;-1,3;15,4;5,2;-621,3;509,3;0;0;0;10,2;3,2;15,9;14,5;1294,6;508,7;0;0;0;12,2;3,7;15,6;15,7;1541,8;509,4;0;0;0;-3,7;-1,2;15,6;4,1;-425;511,5;
2019 12 10 15:11:56:223;4;1;0;1;1;0;1;1;1;0;0;0;0;13,6;3,7;15,6;16,2;1705,3;513,4;0;0;0;-6,1;-1,3;15,3;5,2;-688,7;507,4;0;0;0;11,3;3,4;15,7;14,5;1366,1;507,4;0;0;0;12;3,7;15,8;15,7;1461,8;508,4;0;0;0;-3,6;-1,2;15,8;4,1;-399,5;512,1;
2019 12 10 15:11:56:243;4;1;0;1;1;0;1;1;1;0;0;0;0;14;4;15,6;16,2;1718,3;512,2;0;0;0;-3,6;-1,5;15,8;5,2;-462,3;508,7;0;0;0;10,1;3,1;15,7;14,5;1263,9;506,8;0;0;0;12,6;3,8;15,5;15,7;1577,8;506,8;0;0;0;-4,3;-1,2;15,6;4,1;-484;510,9;
2019 12 10 15:11:56:263;4;1;0;1;1;0;1;1;1;0;0;0;0;13,2;3,9;15,6;16,2;1532,3;512,4;0;0;0;-6,2;-2;15,5;5,2;-710,9;508,9;0;0;0;11,1;3,1;15,5;14,5;1389,6;507,7;0;0;0;12,7;3,7;15,6;15,7;1547,6;507,3;0;0;0;-3,8;-1;15,8;4,1;-456,4;513;
2019 12 10 15:11:56:283;4;1;0;1;1;0;1;1;1;0;0;0;0;12,6;3,8;15,7;16,2;1603,7;513,4;0;0;0;-5;-1,5;15,5;5,2;-584,4;508,5;0;0;0;11,4;3,2;15,6;14,5;1479,1;507,6;0;0;0;12,6;3,7;15,8;15,7;1543,4;507,3;0;0;0;-3,8;-1,1;15,9;4,1;-426,3;513,1;
2019 12 10 15:11:56:303;4;1;0;1;1;0;1;1;1;0;0;0;0;13,8;4;15,9;16,2;1647,4;511,6;0;0;0;-3,7;-1,5;15,7;5,2;-384,1;508,8;0;0;0;10,4;2,9;15,9;14,5;1387,7;508,3;0;0;0;13,4;3,7;15,6;15,7;1644;507,2;0;0;0;-3,6;-0,8;15,6;4,1;-402,1;512;
2019 12 10 15:11:56:323;4;1;0;1;1;0;1;1;1;0;0;0;0;13,3;4,2;15,7;16,2;1603,1;511,2;0;0;0;-5,3;-2;15,9;5,2;-603,1;508,8;0;0;0;11,3;3,2;15,6;14,5;1440,7;507,1;0;0;0;12,6;3,7;15,7;15,7;1547,6;507,5;0;0;0;-3,1;-0,8;15,9;4,1;-350,5;513,5;
2019 12 10 15:11:56:343;4;1;0;1;1;0;1;1;1;0;0;0;0;13,3;4,1;15,7;16,2;1629,1;513,1;0;0;0;-3,8;-1,2;15,7;5,2;-477;508,5;0;0;0;11,1;3,2;15,9;14,5;1414,1;506,5;0;0;0;13;3,7;15,6;15,7;1628,7;506,6;0;0;0;-3,9;-1,1;15,7;4,1;-463,3;513,8;
2019 12 10 15:11:56:363;4;1;0;1;1;0;1;1;1;0;0;0;0;14;4;15,4;16,2;1778;514,1;0;0;0;-6,6;-1,1;15,6;5,2;-797,8;506,7;0;0;0;10,6;3,1;16;14,5;1343,3;507,1;0;0;0;12,8;3,8;15,6;15,7;1589,9;507;0;0;0;-3,2;-1,1;15,7;4,1;-353,5;513,6;
2019 12 10 15:11:56:383;4;1;0;1;1;0;1;1;1;0;0;0;0;14,7;3,8;15,6;16,2;1869,6;514,7;0;0;0;-6,1;-1,6;15,9;5,2;-704,8;507,7;0;0;0;10,7;3,3;15,6;14,5;1409,4;506,7;0;0;0;12,7;3,7;15,6;15,7;1550,4;507;0;0;0;-3,6;-1,2;15,5;4,1;-359,7;513,8;
2019 12 10 15:11:56:403;4;1;0;1;1;0;1;1;1;0;0;0;0;14,1;4;15,6;16,2;1666;513,6;0;0;0;-3,8;-1,2;15,5;5,2;-425,8;506;0;0;0;10,5;3,3;15,7;14,5;1317,2;505,7;0;0;0;12,8;3,9;15,6;15,7;1539,5;507;0;0;0;-4;-1,2;15,6;4,1;-445,4;513,7;
2019 12 10 15:11:56:423;4;1;0;1;1;0;1;1;1;0;0;0;0;13,2;3,9;15,6;16,2;1749,8;514,3;0;0;0;-6,3;-1,8;15,6;5,2;-729,9;507,1;0;0;0;10,6;3,2;15,4;14,5;1301,8;508,2;0;0;0;12,5;3,9;15,7;15,7;1509,7;506;0;0;0;-3,9;-1,2;15,6;4,1;-480,9;514,1;
2019 12 10 15:11:56:443;4;1;0;1;1;0;1;1;1;0;0;0;0;13,5;3,9;15,7;16,2;1672,2;513,4;0;0;0;-4,8;-1,3;15,7;5,2;-566,8;506,7;0;0;0;11,1;3,2;15,8;14,5;1474,3;508,9;0;0;0;12,9;3,9;15,6;15,7;1552,7;507;0;0;0;-3,8;-1;15,6;4,1;-475,1;512,6;
2019 12 10 15:11:56:463;4;1;0;1;1;0;1;1;1;0;0;0;0;13,9;4,1;15,6;16,2;1680,3;513,5;0;0;0;-3,7;-1,5;15,7;5,2;-447,3;506,1;0;0;0;11;3,1;15,7;14,5;1386,8;507,9;0;0;0;13,4;3,8;15,6;15,7;1627,4;508;0;0;0;-4;-0,9;15,6;4,1;-489,7;512,7;
2019 12 10 15:11:56:483;4;1;0;1;1;0;1;1;1;0;0;0;0;13,2;4,1;15,5;16,2;1595;514,6;0;0;0;-5;-2;15,9;5,2;-526,9;507,7;0;0;0;11,4;3,2;15,6;14,5;1411,7;508;0;0;0;13,4;3,8;15,7;15,7;1643,7;508,3;0;0;0;-3,4;-1,1;15,6;4,1;-342,5;512,2;
2019 12 10 15:11:56:503;4;1;0;1;1;0;1;1;1;0;0;0;0;13,1;4,3;15,7;16,2;1637,1;514,1;0;0;0;-4,5;-1,1;15,3;5,2;-526;507,6;0;0;0;11,1;3,1;15,8;14,5;1382,4;506,9;0;0;0;13,8;3,9;15,6;15,7;1675,3;507,5;0;0;0;-3;-1,1;15,6;4,1;-331,3;511,8;
2019 12 10 15:11:56:523;4;1;0;1;1;0;1;1;1;0;0;0;0;14,1;4,1;15,6;16,2;1715,7;514;0;0;0;-4,9;-1,5;15,9;5,2;-531,4;508;0;0;0;11;3;15,9;14,5;1444,3;508,1;0;0;0;13,6;3,8;15,6;15,7;1690,6;508;0;0;0;-3,2;-0,9;15,5;4,1;-361,2;512,4;
2019 12 10 15:11:56:543;4;1;0;1;1;0;1;1;1;0;0;0;0;14,2;4,2;15,6;16,2;1667,1;513,6;0;0;0;-5,9;-1,4;15,9;5,2;-689,8;508,7;0;0;0;11,7;3,4;15,6;14,5;1481,1;507,9;0;0;0;13;4;15,8;15,7;1590,3;507,1;0;0;0;-3,5;-1,1;15,6;4,1;-368,1;510,8;
2019 12 10 15:11:56:563;4;1;0;1;1;0;1;1;1;0;0;0;0;14,9;4,1;15,8;16,2;1818,4;514;0;0;0;-3,9;-1;15,5;5,2;-472,6;507,1;0;0;0;10,1;3,1;15,7;14,5;1341,5;507,6;0;0;0;13,5;4;15,9;15,7;1649,3;507,9;0;0;0;-3,7;-1,1;15,9;4,1;-388,4;513;
2019 12 10 15:11:56:583;4;1;0;1;1;0;1;1;1;0;0;0;0;13,5;3,9;15,7;16,2;1751,2;514,5;0;0;0;-6,4;-1,6;15,5;5,2;-681,7;508,3;0;0;0;10,6;3,4;15,6;14,5;1346;507,6;0;0;0;12,9;3,9;15,7;15,7;1587,8;508,3;0;0;0;-3,3;-1,2;15,6;4,1;-366,2;514,6;
2019 12 10 15:11:56:603;4;1;0;1;1;0;1;1;1;0;0;0;0;14,2;3,7;15,6;16,2;1631,1;514,2;0;0;0;-5,7;-1,4;15,7;5,2;-662,2;508,1;0;0;0;11,6;3,4;15,4;14,5;1456,1;507,6;0;0;0;12,9;3,9;15,7;15,7;1537,4;507,5;0;0;0;-4;-1,1;15,6;4,1;-477,6;513,7;
