sep=;



Timestamp;Logging:Logging.WindSpeed;Logging:Logging.YawLeft;Logging:Logging.YawRight;Logging:Logging.Move;Logging:Logging.YawBrakeReleased;Logging:Logging.HydPumpRunning;Logging:Logging.MotorBrakeReleased;Logging:Logging.YawBrakeRelease;Logging:Logging.MotorBrakesRelease;Logging:Logging.StatusID;Logging:Logging.AxisData[0].ErrorNumber;Logging:Logging.AxisData[0].ErrorNumberCoupling;Logging:Logging.AxisData[0].ErrorNumberTension;Logging:Logging.AxisData[0].ActualTorque;Logging:Logging.AxisData[0].ActualAxisCurrent;Logging:Logging.AxisData[0].ActualAxisVelocity;Logging:Logging.AxisData[0].ContTotalPowerServo;Logging:Logging.AxisData[0].OutputPowerServo;Logging:Logging.AxisData[0].UDCBusAct;Logging:Logging.AxisData[1].ErrorNumber;Logging:Logging.AxisData[1].ErrorNumberCoupling;Logging:Logging.AxisData[1].ErrorNumberTension;Logging:Logging.AxisData[1].ActualTorque;Logging:Logging.AxisData[1].ActualAxisCurrent;Logging:Logging.AxisData[1].ActualAxisVelocity;Logging:Logging.AxisData[1].ContTotalPowerServo;Logging:Logging.AxisData[1].OutputPowerServo;Logging:Logging.AxisData[1].UDCBusAct;Logging:Logging.AxisData[2].ErrorNumber;Logging:Logging.AxisData[2].ErrorNumberCoupling;Logging:Logging.AxisData[2].ErrorNumberTension;Logging:Logging.AxisData[2].ActualTorque;Logging:Logging.AxisData[2].ActualAxisCurrent;Logging:Logging.AxisData[2].ActualAxisVelocity;Logging:Logging.AxisData[2].ContTotalPowerServo;Logging:Logging.AxisData[2].OutputPowerServo;Logging:Logging.AxisData[2].UDCBusAct;Logging:Logging.AxisData[3].ErrorNumber;Logging:Logging.AxisData[3].ErrorNumberCoupling;Logging:Logging.AxisData[3].ErrorNumberTension;Logging:Logging.AxisData[3].ActualTorque;Logging:Logging.AxisData[3].ActualAxisCurrent;Logging:Logging.AxisData[3].ActualAxisVelocity;Logging:Logging.AxisData[3].ContTotalPowerServo;Logging:Logging.AxisData[3].OutputPowerServo;Logging:Logging.AxisData[3].UDCBusAct;Logging:Logging.AxisData[4].ErrorNumber;Logging:Logging.AxisData[4].ErrorNumberCoupling;Logging:Logging.AxisData[4].ErrorNumberTension;Logging:Logging.AxisData[4].ActualTorque;Logging:Logging.AxisData[4].ActualAxisCurrent;Logging:Logging.AxisData[4].ActualAxisVelocity;Logging:Logging.AxisData[4].ContTotalPowerServo;Logging:Logging.AxisData[4].OutputPowerServo;Logging:Logging.AxisData[4].UDCBusAct;
2019 12 10 16:06:55:813;6;1;0;1;1;0;1;1;1;0;0;0;0;12,1;3,8;7,4;5,6;828,7;516,6;0;0;0;-3,7;-1,1;7,5;2,4;-173,8;510,2;0;0;0;12,1;3,5;7,6;5,4;810,7;510,3;0;0;0;12,2;3,7;7,5;5,3;840,6;510,6;0;0;0;-5,2;-1,3;7,4;2,6;-241,3;516,1;
2019 12 10 16:06:55:833;6;1;0;1;1;0;1;1;1;0;0;0;0;12,2;3,7;7,7;5,6;901,1;515,3;0;0;0;-4,8;-1,3;7,7;2,4;-218,8;510,5;0;0;0;11,9;3,5;7,6;5,4;758,6;509,4;0;0;0;12,7;3,6;7,6;5,3;892,6;509,4;0;0;0;-4,7;-1,4;7,5;2,6;-219,3;515,7;
2019 12 10 16:06:55:853;6;1;0;1;1;0;1;1;1;0;0;0;0;12,7;3,7;7,8;5,6;867;516;0;0;0;-3,4;-1,2;7,6;2,4;-153,7;509,6;0;0;0;11,6;3,4;7,8;5,4;828,9;509,2;0;0;0;12,4;3,6;7,6;5,4;865,4;509,9;0;0;0;-4,6;-1,4;7,7;2,6;-196,2;515,3;
2019 12 10 16:06:55:873;6;1;0;1;1;0;1;1;1;0;0;0;0;12,4;3,7;7,7;5,6;831,3;515;0;0;0;-3,3;-0,8;7,9;2,4;-150,9;510,1;0;0;0;12,2;3,5;7,7;5,4;847,9;509,1;0;0;0;12,6;3,6;7,6;5,4;828,9;508,7;0;0;0;-5;-1,2;7,6;2,6;-252,8;515,3;
2019 12 10 16:06:55:893;6;1;0;1;1;0;1;1;1;0;0;0;0;13,4;3,7;7,9;5,6;939,3;515,8;0;0;0;-4;-1,3;7,9;2,4;-166,3;509,7;0;0;0;11,6;3,5;7,9;5,4;803,4;509,2;0;0;0;12,8;3,7;7,7;5,4;928,4;510;0;0;0;-4,4;-1,3;8;2,6;-216,8;515,2;
2019 12 10 16:06:55:913;6;1;0;1;1;0;1;1;1;0;0;0;0;12,6;3,7;7,9;5,6;868,7;515,1;0;0;0;-3,2;-1,2;7,8;2,4;-147,4;509,5;0;0;0;12;3,3;7,9;5,4;814,2;509,2;0;0;0;12,5;3,7;7,9;5,4;861,1;508,9;0;0;0;-4,6;-1,3;8;2,6;-234,4;515,5;
2019 12 10 16:06:55:933;6;1;0;1;1;0;1;1;1;0;0;0;0;12,8;3,6;7,9;5,6;931,8;515,8;0;0;0;-3,2;-0,9;7,9;2,4;-169,9;509,5;0;0;0;12,1;3,6;7,9;5,4;849,8;508,7;0;0;0;12,9;3,7;8,1;5,4;898,8;509,6;0;0;0;-4,1;-1,5;7,9;2,6;-199,1;514,6;
2019 12 10 16:06:55:953;6;1;0;1;1;0;1;1;1;0;0;0;0;12,1;3,8;7,9;5,6;891,6;515,1;0;0;0;-4,4;-1;8,2;2,4;-231,9;509,5;0;0;0;12,5;3,5;8;5,4;864,9;509;0;0;0;12,6;3,7;8;5,4;878,1;508,6;0;0;0;-4,8;-1,3;8;2,6;-214,4;515,9;
2019 12 10 16:06:55:973;6;1;0;1;1;0;1;1;1;0;0;0;0;12,9;3,8;8,1;5,6;986,9;516,1;0;0;0;-4,1;-1,2;8,2;2,4;-208;509,8;0;0;0;11,5;3,4;8,2;5,4;860,7;509,5;0;0;0;13;3,8;8,1;5,4;938,3;509,9;0;0;0;-4,4;-1,4;8,2;2,6;-237,7;515,2;
2019 12 10 16:06:55:993;6;1;0;1;1;0;1;1;1;0;0;0;0;13;3,9;8,2;5,6;951,7;514,9;0;0;0;-3,2;-0,9;8,1;2,4;-167,8;509,2;0;0;0;12,2;3,6;8,1;5,4;875,1;509;0;0;0;13,2;3,7;8,2;5,4;920,2;508,9;0;0;0;-5;-1,3;8,2;2,6;-241,4;515,6;
2019 12 10 16:06:56:013;6;1;0;1;1;0;1;1;1;0;0;0;0;12,9;3,7;8,4;5,6;984,1;515,8;0;0;0;-3,6;-1,2;8,3;2,4;-168,1;509,8;0;0;0;12,3;3,6;8,2;5,4;924,9;509,4;0;0;0;13;3,9;8,3;5,4;931,6;509,7;0;0;0;-4,5;-1,4;8,4;2,6;-235,2;514,9;
2019 12 10 16:06:56:033;6;1;0;1;1;0;1;1;1;0;0;0;0;12,6;3,8;8,4;5,6;933,3;514,8;0;0;0;-4,1;-0,9;8,4;2,4;-184,6;509,4;0;0;0;12,1;3,6;8,2;5,4;880,9;508,5;0;0;0;13,2;3,8;8,2;5,4;952;508,5;0;0;0;-4,5;-1,3;8,5;2,6;-241,1;515,5;
2019 12 10 16:06:56:053;6;1;0;1;1;0;1;1;1;0;0;0;0;12,9;3,8;8,4;5,6;932,5;515,9;0;0;0;-2,5;-0,9;8,1;2,4;-121;509,5;0;0;0;12,6;3,6;8,5;5,4;903,7;509,4;0;0;0;13;3,8;8,5;5,4;956,5;509,6;0;0;0;-4,9;-1,2;8,5;2,6;-256,8;514,9;
2019 12 10 16:06:56:073;6;1;0;1;1;0;1;1;1;0;0;0;0;12,7;3,7;8,5;5,6;969,4;515;0;0;0;-3,7;-1,1;8,5;2,4;-178,3;509,1;0;0;0;12,6;3,6;8,5;5,4;925,2;508,4;0;0;0;13,1;3,9;8,6;5,4;920,8;508,7;0;0;0;-4,8;-1,4;8,4;2,6;-271;515,6;
2019 12 10 16:06:56:093;6;1;0;1;1;0;1;1;1;0;0;0;0;13,1;3,8;8,6;5,6;1032,2;515,3;0;0;0;-3,7;-1,2;8,5;2,4;-176,4;509,2;0;0;0;11,7;3,5;8,6;5,4;876,4;509,3;0;0;0;13,2;3,9;8,5;5,4;920,2;509;0;0;0;-4,5;-1,4;8,5;2,6;-255,8;514,8;
2019 12 10 16:06:56:113;6;1;0;1;1;0;1;1;1;0;0;0;0;13,4;3,9;8,9;5,6;1027;514,7;0;0;0;-3,1;-0,8;8,5;2,4;-166,9;508,6;0;0;0;12,4;3,7;8,6;5,4;913,4;508,4;0;0;0;13,5;3,8;8,6;5,4;991,9;508,6;0;0;0;-4,5;-1,4;8,5;2,6;-238,5;515,5;
2019 12 10 16:06:56:133;6;1;0;1;1;0;1;1;1;0;0;0;0;12,9;4;8,9;5,6;986,1;515,2;0;0;0;-4,6;-1,2;8,9;2,4;-271,4;509,2;0;0;0;12,3;3,7;8,7;5,4;891,2;509;0;0;0;13,5;3,8;8,7;5,4;980;508,6;0;0;0;-4,9;-1,2;8,7;2,6;-281,6;514,8;
2019 12 10 16:06:56:153;6;1;0;1;1;0;1;1;1;0;0;0;0;12,8;3,8;8,9;5,6;974,1;514,9;0;0;0;-3,1;-0,9;8,7;2,4;-140,5;508,7;0;0;0;12,4;3,5;8,9;5,4;929,1;508,2;0;0;0;13,3;3,8;8,9;5,4;1029,9;508,4;0;0;0;-4,6;-1,3;8,9;2,6;-257;515,1;
2019 12 10 16:06:56:173;6;1;0;1;1;0;1;1;1;0;0;0;0;12,8;3,9;9,2;5,6;988,8;515;0;0;0;-3,3;-0,9;8,9;2,4;-187,8;508,9;0;0;0;12,7;3,6;8,9;5,4;944,4;508,3;0;0;0;13,4;3,9;8,9;5,4;1013,5;508,6;0;0;0;-5;-1,2;9,2;2,6;-308,1;514,6;
2019 12 10 16:06:56:193;6;1;0;1;1;0;1;1;1;0;0;0;0;12,9;3,8;8,9;5,6;968,5;515,4;0;0;0;-3,6;-0,9;8,9;2,4;-208,3;509;0;0;0;12,7;3,6;8,9;5,4;959,5;508;0;0;0;13;3,9;9,1;5,4;1006,9;508,9;0;0;0;-4,9;-1,4;8,9;2,6;-288,2;515,2;
2019 12 10 16:06:56:213;6;1;0;1;1;0;1;1;1;0;0;0;0;13,1;3,8;9;5,6;1029,9;514,4;0;0;0;-2,3;-0,9;9,1;2,4;-110,6;509,1;0;0;0;12,4;3,5;9;5,4;962,1;508,8;0;0;0;13,2;3,9;9,1;5,4;971,9;508,3;0;0;0;-4,8;-1,3;8,9;2,6;-280,9;514,6;
2019 12 10 16:06:56:233;6;1;0;1;1;0;1;1;1;0;0;0;0;13;4;8,9;5,6;1051,7;515,3;0;0;0;-3,5;-0,8;9,1;2,4;-206;508,9;0;0;0;12,9;3,7;9,2;5,4;1007;508,7;0;0;0;13,5;4;9,3;5,4;999;508,8;0;0;0;-4,9;-1,3;9;2,6;-283,5;514,8;
2019 12 10 16:06:56:253;6;1;0;1;1;0;1;1;1;0;0;0;0;13,1;3,8;9;5,6;1018;514,5;0;0;0;-3,8;-1,2;9,2;2,4;-207,2;508,6;0;0;0;12,5;3,6;9,2;5,4;976,2;508,2;0;0;0;13,2;4;9,3;5,4;1010,5;508,5;0;0;0;-4,6;-1,3;9,3;2,6;-284,8;514,5;
2019 12 10 16:06:56:273;6;1;0;1;1;0;1;1;1;0;0;0;0;13,1;3,9;9,3;5,6;1026;514,5;0;0;0;-2,3;-1,1;9,3;2,4;-98,7;509,1;0;0;0;12,6;3,6;9,2;5,4;1009,5;508,8;0;0;0;13,6;3,9;9,2;5,4;1077,7;508,2;0;0;0;-4,7;-1,3;9,5;2,6;-305;514,5;
2019 12 10 16:06:56:293;6;1;0;1;1;0;1;1;1;0;0;0;0;12,5;4;9,5;5,6;989,3;514,2;0;0;0;-3,9;-0,8;9,6;2,4;-249,4;508,3;0;0;0;13,3;3,9;9,5;5,4;1039,2;507,8;0;0;0;13,6;3,9;9,3;5,4;1065,4;508,2;0;0;0;-5;-1,4;9,2;2,6;-314,4;514,1;
2019 12 10 16:06:56:313;6;1;0;1;1;0;1;1;1;0;0;0;0;12,6;4;9,5;5,6;1026,1;514,7;0;0;0;-3,7;-0,8;9,5;2,4;-185,3;509,2;0;0;0;12,2;3,7;9,5;5,4;1002,1;508,4;0;0;0;13,7;3,9;9,6;5,4;1103,6;508,4;0;0;0;-4,8;-1,3;9,5;2,6;-285,1;514,5;
2019 12 10 16:06:56:333;6;1;0;1;1;0;1;1;1;0;0;0;0;13,5;3,9;9,4;5,6;1029,3;515,1;0;0;0;-2,7;-0,8;9,6;2,4;-149,8;508,1;0;0;0;12,3;3,7;9,5;5,4;993,9;507,9;0;0;0;13,9;4;9,3;5,4;1103,2;508,8;0;0;0;-4,3;-1,4;9,6;2,6;-272,5;514,7;
2019 12 10 16:06:56:353;6;1;0;1;1;0;1;1;1;0;0;0;0;14,1;3,6;9,7;5,6;1056,4;514,5;0;0;0;-2,6;-1,3;9,7;2,4;-138,3;508,8;0;0;0;12,5;3,6;9,5;5,4;1049,6;508,1;0;0;0;13,6;4,1;9,8;5,4;1113,5;508,5;0;0;0;-4,5;-1,4;9,4;2,6;-272,5;514,3;
2019 12 10 16:06:56:373;6;1;0;1;1;0;1;1;1;0;0;0;0;13,2;3,9;9,8;5,6;1107,5;514,1;0;0;0;-2;-1,1;9,5;2,4;-107,7;507,8;0;0;0;12,5;3,6;9,7;5,4;1106,1;508,2;0;0;0;13,4;4;9,7;5,4;1081,8;508;0;0;0;-4,8;-1,3;9,7;2,6;-283;514,5;
2019 12 10 16:06:56:393;6;1;0;1;1;0;1;1;1;0;0;0;0;12,5;3,9;9,9;5,6;1203,9;514;0;0;0;-3,7;-0,9;9,7;2,4;-225,8;508;0;0;0;13,2;3,8;9,8;5,4;1004,1;507,4;0;0;0;13,5;3,9;9,8;5,4;1139,9;508,1;0;0;0;-4,9;-1,4;9,8;2,6;-290,1;513,5;
2019 12 10 16:06:56:413;6;1;0;1;1;0;1;1;1;0;0;0;0;12,9;3,8;9,8;5,6;1133,9;514,1;0;0;0;-4,1;-1,3;10;2,4;-262,1;508,7;0;0;0;12,2;3,7;9,9;5,4;1027,5;508,2;0;0;0;13,6;3,9;9,8;5,4;1116;508,1;0;0;0;-4,6;-1,4;9,9;2,6;-296,9;514,1;
2019 12 10 16:06:56:433;6;1;0;1;1;0;1;1;1;0;0;0;0;13,3;3,9;9,7;5,6;1116,5;514,9;0;0;0;-2,4;-0,8;9,8;2,4;-125,5;507,4;0;0;0;12,7;3,6;9,9;5,4;1075,4;508,1;0;0;0;13,7;4;10;5,4;1134;508,5;0;0;0;-4,9;-1,4;9,8;2,6;-312,2;513,8;
2019 12 10 16:06:56:453;6;1;0;1;1;0;1;1;1;0;0;0;0;12,7;4;9,7;5,6;1092;514;0;0;0;-4,9;-1,2;10,3;2,4;-328,7;508,2;0;0;0;12,5;3,8;10,1;5,4;1000,7;507,3;0;0;0;13,9;4;9,8;5,4;1173,4;507,7;0;0;0;-5,1;-1,4;9,8;2,6;-337,9;513,9;
2019 12 10 16:06:56:473;6;1;0;1;1;0;1;1;1;0;0;0;0;13,3;3,8;10;5,6;1112,1;514;0;0;0;-2,8;-0,9;10,1;2,4;-137,7;507,6;0;0;0;12;3,6;10,1;5,4;1032,5;508;0;0;0;13,6;4,1;10,2;5,4;1069;508,1;0;0;0;-4,7;-1,4;10,1;2,6;-339,6;514,5;
2019 12 10 16:06:56:493;6;1;0;1;1;0;1;1;1;0;0;0;0;12,8;3,7;10,1;5,6;1022,9;514,7;0;0;0;-3,5;-0,9;9,9;2,4;-209;507,9;0;0;0;13,1;3,7;10,1;5,4;1093;507,3;0;0;0;13,4;3,9;10,1;5,4;1093,5;508,5;0;0;0;-5;-1,3;10,4;2,6;-342,6;513,2;
2019 12 10 16:06:56:513;6;1;0;1;1;0;1;1;1;0;0;0;0;13;3,7;10,1;5,6;1196,6;514,2;0;0;0;-3,6;-1,3;10,5;2,4;-223,2;509,1;0;0;0;12,1;3,7;10,5;5,4;1103,6;508,2;0;0;0;13,4;4;10,1;5,4;1124,6;507,9;0;0;0;-4,7;-1,5;10,3;2,6;-321,9;514,6;
2019 12 10 16:06:56:533;6;1;0;1;1;0;1;1;1;0;0;0;0;12,8;3,9;10,1;5,7;1179,3;514,1;0;0;0;-2,7;-0,9;10,1;2,4;-185,9;507,4;0;0;0;12,6;3,5;10,1;5,4;1150,4;507,9;0;0;0;13,8;3,9;10,3;5,4;1164,1;507,6;0;0;0;-5,2;-1,4;10,4;2,6;-337,1;513,5;
2019 12 10 16:06:56:553;6;1;0;1;1;0;1;1;1;0;0;0;0;13,6;3,6;10,9;5,7;1280;514,2;0;0;0;-3;-1,5;10,6;2,4;-197,7;508,1;0;0;0;12,1;3,6;10,6;5,4;1114,4;507,7;0;0;0;13,4;4;10,5;5,4;1098,6;508,6;0;0;0;-4,7;-1,4;10,5;2,6;-305,2;513,9;
2019 12 10 16:06:56:573;6;1;0;1;1;0;1;1;1;0;0;0;0;12,8;3,9;10,4;5,7;1083,3;513,6;0;0;0;-3,1;-0,5;10,1;2,4;-229,6;507,7;0;0;0;12,5;3,7;10,5;5,4;1118,4;507,8;0;0;0;13,8;3,8;10,4;5,4;1193,8;507,4;0;0;0;-4,8;-1,4;10,5;2,6;-325,3;514,4;
2019 12 10 16:06:56:593;6;1;0;1;1;0;1;1;1;0;0;0;0;12,5;3,8;10,3;5,7;1092,5;514,4;0;0;0;-3,8;-0,9;10,5;2,4;-258,5;507,9;0;0;0;12,8;3,7;10,5;5,5;1136;508,5;0;0;0;13,4;3,9;10,5;5,4;1125,7;507,8;0;0;0;-5,1;-1,5;10,5;2,6;-369,9;513,5;
2019 12 10 16:06:56:613;6;1;0;1;1;0;1;1;1;0;0;0;0;12,5;3,6;10,7;5,7;1132;513,4;0;0;0;-3,8;-1,1;10,7;2,4;-244,8;508,5;0;0;0;11,4;3,6;10,7;5,5;878,6;507,5;0;0;0;13,4;3,9;10,5;5,4;1157,8;508,4;0;0;0;-4,7;-1,5;10,6;2,6;-317,5;513,8;
2019 12 10 16:06:56:633;6;1;0;1;1;0;1;1;1;0;0;0;0;12,6;3,8;10,8;5,7;1075,1;513,1;0;0;0;-3,6;-0,9;10,6;2,4;-275,7;507,6;0;0;0;12,6;3,7;10,6;5,5;1085,7;507,7;0;0;0;13,6;4;10,9;5,4;1251;507,3;0;0;0;-5,2;-1,5;10,6;2,6;-360,6;513,7;
2019 12 10 16:06:56:653;6;1;0;1;1;0;1;1;1;0;0;0;0;12,5;3,8;10,8;5,7;1132,8;514,8;0;0;0;-4,3;-1,3;10,5;2,4;-291,6;508,6;0;0;0;12,1;3,5;10,8;5,5;1058,7;508,8;0;0;0;13,3;3,8;10,8;5,5;1193,5;508,2;0;0;0;-5,1;-1,4;10,6;2,6;-409;513,7;
2019 12 10 16:06:56:673;6;1;0;1;1;0;1;1;1;0;0;0;0;12,5;3,8;10,8;5,7;1162,2;513,7;0;0;0;-3,4;-0,9;10,5;2,4;-270,5;508,6;0;0;0;12,3;3,6;10,9;5,5;1095,1;507,4;0;0;0;13,2;4;11;5,5;1154,9;508,6;0;0;0;-5,2;-1,5;10,7;2,6;-396,7;514,3;
2019 12 10 16:06:56:693;6;1;0;1;1;0;1;1;1;0;0;0;0;12,8;3,6;11,1;5,7;1190,9;513,6;0;0;0;-3,7;-1,3;11,2;2,4;-273;507,9;0;0;0;12,6;3,7;10,9;5,5;1043,3;507,9;0;0;0;13,3;3,9;10,9;5,5;1151,8;507,6;0;0;0;-4,8;-1,8;10,8;2,6;-355,8;513,7;
2019 12 10 16:06:56:713;6;1;0;1;1;0;1;1;1;0;0;0;0;12,6;3,8;11;5,7;1133,9;514,3;0;0;0;-3,4;-0,7;10,8;2,4;-273,2;508;0;0;0;12,2;3,6;11,1;5,5;1112,8;508,6;0;0;0;13,7;3,9;11,1;5,5;1208,6;508,2;0;0;0;-4,9;-1,6;10,9;2,6;-334,7;513,7;
2019 12 10 16:06:56:733;6;1;0;1;1;0;1;1;1;0;0;0;0;12,3;3,8;11,3;5,7;1088,1;514,5;0;0;0;-4,5;-0,9;11,1;2,4;-361,8;508,8;0;0;0;12,5;3,7;11;5,5;1164,8;507,3;0;0;0;13,6;3,8;10,9;5,5;1237,7;508,8;0;0;0;-5,4;-1,4;11,1;2,6;-407,4;514,5;
2019 12 10 16:06:56:753;6;1;0;1;1;0;1;1;1;0;0;0;0;12,7;3,7;11,1;5,7;1187,4;513,4;0;0;0;-3,4;-0,9;10,9;2,4;-261,3;507,5;0;0;0;11,9;3,5;11,1;5,5;1123;507,7;0;0;0;13,5;3,9;11,4;5,5;1201,8;507,5;0;0;0;-5,1;-1,5;11,1;2,6;-340,8;513,1;
2019 12 10 16:06:56:773;6;1;0;1;1;0;1;1;1;0;0;0;0;12,3;3,8;11,3;5,7;1122,9;513,3;0;0;0;-3,8;-0,9;11,3;2,4;-328,4;507,5;0;0;0;12,8;3,7;11,2;5,5;1259,3;508,1;0;0;0;13,3;4;11,6;5,5;1302,7;507,7;0;0;0;-5,6;-1,4;11,4;2,6;-408;513,2;
2019 12 10 16:06:56:793;6;1;0;1;1;0;1;1;1;0;0;0;0;12,4;3,7;11,2;5,7;1099,8;514,9;0;0;0;-3,4;-0,9;11,2;2,4;-259;508,4;0;0;0;11,5;3,5;11,3;5,5;1240,5;508,5;0;0;0;13;3,9;11,4;5,5;1253,9;508,8;0;0;0;-5,4;-1,6;11,4;2,6;-390;514,3;
