sep=;



Timestamp;Logging:Logging.WindSpeed;Logging:Logging.YawLeft;Logging:Logging.YawRight;Logging:Logging.Move;Logging:Logging.YawBrakeReleased;Logging:Logging.HydPumpRunning;Logging:Logging.MotorBrakeReleased;Logging:Logging.YawBrakeRelease;Logging:Logging.MotorBrakesRelease;Logging:Logging.StatusID;Logging:Logging.AxisData[0].ErrorNumber;Logging:Logging.AxisData[0].ErrorNumberCoupling;Logging:Logging.AxisData[0].ErrorNumberTension;Logging:Logging.AxisData[0].ActualTorque;Logging:Logging.AxisData[0].ActualAxisCurrent;Logging:Logging.AxisData[0].ActualAxisVelocity;Logging:Logging.AxisData[0].ContTotalPowerServo;Logging:Logging.AxisData[0].OutputPowerServo;Logging:Logging.AxisData[0].UDCBusAct;Logging:Logging.AxisData[1].ErrorNumber;Logging:Logging.AxisData[1].ErrorNumberCoupling;Logging:Logging.AxisData[1].ErrorNumberTension;Logging:Logging.AxisData[1].ActualTorque;Logging:Logging.AxisData[1].ActualAxisCurrent;Logging:Logging.AxisData[1].ActualAxisVelocity;Logging:Logging.AxisData[1].ContTotalPowerServo;Logging:Logging.AxisData[1].OutputPowerServo;Logging:Logging.AxisData[1].UDCBusAct;Logging:Logging.AxisData[2].ErrorNumber;Logging:Logging.AxisData[2].ErrorNumberCoupling;Logging:Logging.AxisData[2].ErrorNumberTension;Logging:Logging.AxisData[2].ActualTorque;Logging:Logging.AxisData[2].ActualAxisCurrent;Logging:Logging.AxisData[2].ActualAxisVelocity;Logging:Logging.AxisData[2].ContTotalPowerServo;Logging:Logging.AxisData[2].OutputPowerServo;Logging:Logging.AxisData[2].UDCBusAct;Logging:Logging.AxisData[3].ErrorNumber;Logging:Logging.AxisData[3].ErrorNumberCoupling;Logging:Logging.AxisData[3].ErrorNumberTension;Logging:Logging.AxisData[3].ActualTorque;Logging:Logging.AxisData[3].ActualAxisCurrent;Logging:Logging.AxisData[3].ActualAxisVelocity;Logging:Logging.AxisData[3].ContTotalPowerServo;Logging:Logging.AxisData[3].OutputPowerServo;Logging:Logging.AxisData[3].UDCBusAct;Logging:Logging.AxisData[4].ErrorNumber;Logging:Logging.AxisData[4].ErrorNumberCoupling;Logging:Logging.AxisData[4].ErrorNumberTension;Logging:Logging.AxisData[4].ActualTorque;Logging:Logging.AxisData[4].ActualAxisCurrent;Logging:Logging.AxisData[4].ActualAxisVelocity;Logging:Logging.AxisData[4].ContTotalPowerServo;Logging:Logging.AxisData[4].OutputPowerServo;Logging:Logging.AxisData[4].UDCBusAct;
2019 12 10 14:20:26:624;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:644;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:664;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:684;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:704;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:724;3;1;0;0;0;0;0;0;0;0;0;0;0;-1,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:744;3;1;0;0;0;0;0;0;0;0;0;0;0;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:764;3;1;0;0;0;0;0;0;0;0;0;0;0;-2,2;0;0;0;0;521,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:784;3;1;0;0;0;0;0;0;0;0;0;0;0;-2,7;0;0;0;87,2;521,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:804;3;1;0;0;0;0;0;0;0;0;0;0;0;-3;0;0;0;98,2;521,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:824;3;1;0;0;0;0;0;0;0;0;0;0;0;-3,5;0;0;0;84,3;521,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:844;3;1;0;0;0;0;0;0;0;0;0;0;0;-4,1;-1,3;0;0;96,6;521,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:884;3;1;0;0;0;0;0;0;0;0;0;0;0;-4,6;-1,4;-0;0;96,8;521,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:904;3;1;0;0;0;0;0;0;0;0;0;0;0;-5;-1,4;0;0;98,5;521,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:924;3;1;0;0;0;0;0;0;0;0;0;0;0;-5,2;-1,5;0;0;102,3;521,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:944;3;1;0;0;0;0;0;0;0;0;0;0;0;-5,6;-1,7;-0;0;114,1;521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:964;3;1;0;0;0;0;0;0;0;0;0;0;0;-6,1;-1,8;0;0;97,7;521,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:26:984;3;1;0;0;0;0;0;0;0;0;0;0;0;-6,4;-1,9;0;0;102,3;521,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:004;3;1;0;0;0;0;0;0;0;0;0;0;0;-6,7;-2;0;0;105,1;521,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:024;3;1;0;0;0;0;0;0;0;0;0;0;0;-7,1;-2,1;0;0;104,2;521,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:044;3;1;0;0;0;0;0;0;0;0;0;0;0;-7,4;-2,2;-0;0;116,6;521,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:064;3;1;0;0;0;0;0;0;0;0;0;0;0;-7,8;-2,3;0;0;106,2;521,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:084;3;1;0;0;0;0;0;0;0;0;0;0;0;-8,1;-2,4;0;0;147;521,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:104;3;1;0;0;0;0;0;0;0;0;0;0;0;-8,4;-2,4;0;0;126,2;521,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:124;3;1;0;0;0;0;0;0;0;0;0;0;0;-8,5;-2,5;-0;0;135,7;521,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:144;3;1;0;0;0;0;0;0;0;0;0;0;0;-8,9;-2,6;-0,1;0;104,5;521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:164;3;1;0;0;0;0;0;0;0;0;0;0;0;-9,1;-2,7;-0;0;150,8;521,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:184;3;1;0;0;0;0;0;0;0;0;0;0;0;-9,3;-2,8;-0,1;0;152,7;521,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:204;3;1;0;0;0;0;0;0;0;0;0;0;0;-9,6;-2,8;0;0;122,5;521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:224;3;1;0;0;0;0;0;0;0;0;0;0;0;-9,9;-2,9;0;0;121,2;521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:244;3;1;0;0;0;0;0;0;0;0;0;0;0;-10,1;-2,9;0;0;160,5;520,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:264;3;1;0;0;0;0;0;0;0;0;0;0;0;-10,4;-3,1;0;0;199,9;521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:284;3;1;0;0;0;0;0;0;0;0;0;0;0;-10,7;-3,1;0;0;169,6;521,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:304;3;1;0;0;0;0;0;0;0;0;0;0;0;-11;-3,2;0,1;0;152,8;520,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:324;3;1;0;0;0;0;0;0;0;0;0;0;0;-11,1;-3,3;0;0;183,4;521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:344;3;1;0;0;0;0;0;0;0;0;0;0;0;-11,3;-3,3;0;0;185,7;520,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:364;3;1;0;0;0;0;0;0;0;0;0;0;0;-11,7;-3,5;0;0;189,3;520,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:384;3;1;0;0;0;0;0;0;0;0;0;0;0;-12,1;-3,5;0;0;145,4;520,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:404;3;1;0;0;0;0;0;0;0;0;0;0;0;-12,2;-3,6;-0;0;168,8;521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:424;3;1;0;0;0;0;0;0;0;0;0;0;0;-12,6;-3,7;-0;0;215,1;520,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:444;3;1;0;0;0;0;0;0;0;0;0;0;0;-12,7;-3,7;0;0;162,4;521,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:464;3;1;0;0;0;0;0;0;0;0;0;0;0;-13,1;-3,8;0;0;164,7;520,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:484;3;1;0;0;0;0;0;0;0;0;0;0;0;-13,2;-3,9;-0;0;185,6;520,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:504;3;1;0;0;0;0;0;0;0;0;0;0;0;-13,6;-4;0;0;183,2;521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:524;3;1;0;0;0;0;0;0;0;0;0;0;0;-13,9;-4;0;0;188,8;521,1;0;0;0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:544;3;1;0;0;0;0;0;0;0;0;0;0;0;-14;-4,1;-0;0;200,9;520,9;0;0;0;0;0;0;0;0;516,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:564;3;1;0;0;0;0;0;0;0;0;0;0;0;-14,3;-4,2;-0;0;247,7;521,4;0;0;0;-0;0;0;0;0;516,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:584;3;1;0;0;0;0;0;0;0;0;0;0;0;-14,5;-4,3;0;0;206,2;521,1;0;0;0;0;0;0;0;87,7;516,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:604;3;1;0;0;0;0;0;0;0;0;0;0;0;-14,8;-4,2;0,1;0;186,1;521;0;0;0;-0;0;0;0;85,5;516,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:624;3;1;0;0;0;0;0;0;0;0;0;0;0;-15,1;-4,4;0;0;231,3;521,1;0;0;0;-0;0;0;0;91,1;516,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:644;3;1;0;0;0;0;0;0;0;0;0;0;0;-15,2;-4,5;0;0;238,4;521,6;0;0;0;-0,1;0;0;0;88,4;517,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:664;3;1;0;0;0;0;0;0;0;0;0;0;0;-15,5;-4,5;-0;0;222,1;521;0;0;0;-0;-0;0;0;84,6;516,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:684;3;1;0;0;0;0;0;0;0;0;0;0;0;-15,8;-4,6;-0;0;246,7;521,2;0;0;0;-0;-0;0;0;86,1;517,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:704;3;1;0;0;0;0;0;0;0;0;0;0;0;-16,1;-4,7;-0;0;195,9;521,1;0;0;0;-0;-0;0;0;90,6;516,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:724;3;1;0;0;0;0;0;0;0;0;0;0;0;-16,2;-4,7;0;0;178,8;520,4;0;0;0;-0;-0;-0;0;89,1;516,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:744;3;1;0;0;0;0;0;0;0;0;0;0;0;-16,5;-4,9;0,1;0;258,5;521,3;0;0;0;-0;-0;0;0;87,9;517,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:764;3;1;0;0;0;0;0;0;0;0;0;0;0;-16,7;-4,9;0;0;267,9;520,4;0;0;0;-0,1;-0;0;0;90,1;516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:784;3;1;0;0;0;0;0;0;0;0;0;0;0;-17;-5;0;0;216,1;520,5;0;0;0;-0;-0,1;0;0;88,9;516,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:804;3;1;0;0;0;0;0;0;0;0;0;0;0;-17,2;-5,1;0;0;276,5;520,5;0;0;0;-0;-0;-0;0;87,8;516,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:824;3;1;0;0;0;0;0;0;0;0;0;0;0;-17,5;-5,1;0;0;276,3;520,6;0;0;0;-0,1;-0;0;0;89,7;516,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:844;3;1;0;0;0;0;0;0;0;0;0;0;0;-17,7;-5,2;0;0;284,7;520,6;0;0;0;-0,1;0;0;0;88,1;516,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:864;3;1;0;0;0;0;0;0;0;0;0;0;0;-18;-5,3;0;0;261,7;520,4;0;0;0;-0,1;-0;-0;0;86,8;516,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:884;3;1;0;0;0;0;0;0;0;0;0;0;0;-18,3;-5,4;0;0;230,5;520,6;0;0;0;-0;-0;-0;0;86,7;516,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:904;3;1;0;0;0;0;0;0;0;0;0;0;0;-18,4;-5,4;0;0;275,8;520,1;0;0;0;-0,1;-0;-0;0;88,8;516,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2019 12 10 14:20:27:924;3;1;0;0;0;0;0;0;0;0;0;0;0;-18,6;-5,5;0;0;275,3;520,6;0;0;0;-0,1;-0;-0;0;88,5;516,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
